doi	title	publisher	publicationYear
10.1594/pangaea.937304	Carbonate free bulk analysis from IODP Core 339-U1389A-25X	PANGAEA	2024
10.1594/pangaea.937302	Sinking velocity of silt and sand from IODP Core 339-U1389A-11H	PANGAEA	2024
10.1594/pangaea.927018	XRF measurement from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927015	Porosity analysis from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927017	P-wave velocity measurement from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.931330	Analysis of terrestrial biomarker from different holes of IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927013	Lightness measurement from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927014	Mineral determination from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927012	Bulk density from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927008	Abundance of non-skeletal grains from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.971532	Age model from IODP Site 363-U1488	PANGAEA	2024
10.1594/pangaea.971874	MOSES Sternfahrt-10, Elbe water distribution and dispersion of pollutants from the Elbe outflow into the Northern Sea (German Bight), in 2023	PANGAEA	2024
10.1594/pangaea.967729	Environmental measurements from the Ebro Delta coastal area during MERS-BLUEISLAND cruise (November 2019)	PANGAEA	2024
10.15472/pwyea3	Listado de las especies de Lixinae (Coleoptera: Curculionidae) de Colombia	Coleoptera de Colombia	2024
10.26008/1912/bco-dmo.914105.1	OOI Global Argentine Basin Array CTD and Discrete Water Sampling Data from Mooring Overturning Cruises in the Argentine Basin from 2015-2018 (OOI Cruise Data project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.917239.1	Compound-specific isotope analysis of amino acids (CSIA-AA) from a subset of siphophore samples collected during four research cruises on the R/V Wester Flyer in the California Current Ecosystem between 2019 and 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.916958.1	Bulk stable isotopes from siphonophores collected during four research cruises on the R/V Wester Flyer in the California Current Ecosystem between 2019 and 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.908155.1	RNA:DNA and total lipid measurements for laboratory-based experimental animals collected from the Gulf of Mexico Estuary near Port Aransas, Texas from 2020 to 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.917767.1	In situ tracer injection experiment conducted with 15N-labeled ammonium in a shallow, sandy subterranean estuary in Gloucester Point, USA  in August 2019.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.908200.1	Carbon and Nitrogen stable isotope measurements for experimental animals used in laboratory-based experiments collected from the Gulf of Mexico Estuary near Port Aransas, Texas from 2020 to 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.878635.1	Fatty acid measurements for animals used in laboratory-based experiments collected from the Gulf of Mexico Estuary near Port Aransas, Texas from 2020 to 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.878631.2	Identity of sciaenid eggs collected from the Gulf of Mexico Estuary near Port Aransas, Texas from 2020 to 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.917914.1	Results from Finite Time Lyapunov Exponent calculations using High Frequency Radar observed surface currents around Palmer Deep Canyon from January to March of 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.917884.1	High Frequency Radar (HFR) observed surface currents at Palmer Deep Canyon in the coastal ocean west of the Antarctic Peninsula in 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.918220.1	Results from qPCR assays to quantify the abundance and photochemical performance of symbionts relative to coral cells in three coral species collected from colonies in southeast Florida in April and October 2019 before, during, and after heat stress tests	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.918182.1	Measurements of seawater temperature, depth, and photosynthetically active radiation (PAR) across seven sites at Heron Island, southern Great Barrier Reef from 2015 to 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.918401.1	Effects of early-life diet on mortality of juvenile Nucella canaliculata quantified in the laboratory after 3 months on experimental diets	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.918590.1	Underway data from estuary transects in Coastal Gulf of Maine (Pleasant, Maine; St. John, New Brunswick) in May and October of 2018 and 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.918545.1	Organic alkalinity data from estuary transects in Coastal Gulf of Maine (Pleasant, Maine; St. John, New Brunswick) in May and October of 2018 and 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.918841.1	Diatom (Thalassiosira pseudonana) physiological data from experiments designed to study single-cell transcriptional profiling of nutrient acquisition heterogeneity in diatoms conducted in December of 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.918811.1	Size-fractionated major, minor, &amp; trace particle composition and concentration from Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from Sept to Oct 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.918852.1	Diatom (Thalassiosira pseudonana) gene information from experiments designed to study single-cell transcriptional profiling of nutrient acquisition heterogeneity in diatoms conducted in December of 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.915289.1	SOS-Argo floats: atmospheric pO2 data acquired in different ocean basins between May 2012 and July 2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.737667.3	Continuous CO2 data from a Lake Michigan transect between Milwaukee, Wisconsin and Muskegon, Michigan collected during 2017, 2018, 2019, and 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.737176.3	Lake Michigan water chemistry data, including dissolved and particulate phosphorus, chlorophyll a, carbon dioxide, total dissolved inorganic carbon, and dissolved organic carbon from 2017 to 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.919764.1	Underway nutrient and particle data from R/V Melville cruise MV1110 in the Western Tropical North Atlantic in 2011	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.919848.1	CTD bottle data matched to dissolved, inorganic nutrient concentrations and to stable isotope measurements of particulate nitrogen and carbon rom R/V Melville cruise MV1110 in the Western Tropical North Atlantic in 2011	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.896862.2	Synthesis Product for Ocean Time Series (SPOTS)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.872323.1	Archived Oyster Samples Collected from the Delaware Bay from 2018 to 2021 (SEGO project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.922101.1	Results of 18S sequencing of full-length 18S rDNA for metabarcoding samples collected during R/V Point Sur cruise PS18-09 in the Western Gulf of Mexico in September 2017	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.919783.1	Dissolved thorium and protactinium isotopes (232Th, 230Th, 231Pa) in seawater from Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923674.1	Respiration rates and protein content of larvae from experiments investigating heat priming in Nematostella vectensis	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923586.1	Lethal temperature 50s (LT50s) displayed by larvae derived from dose-response curves after heat shock from experiments investigating heat priming in Nematostella vectensis	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923616.1	Sizes of larvae from 4-11 days post-fertilization from experiments investigating heat priming in Nematostella vectensis	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923447.1	Long-term body column lengths and tentacle numbers of larvae and juveniles from experiments investigating heat priming in Nematostella vectensis	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923497.1	Heat tolerance (survival) of juveniles at 6 WPF following heat shock from experiments investigating heat priming in Nematostella vectensis	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923284.1	Data pertaining to the development of larvae past the planula stage from experiments investigating heat priming in Nematostella vectensis	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923386.1	Data pertaining to dose-response curves (DRC) quantifying survival of larvae after exposure to heat ramps from experiments investigating heat priming in Nematostella vectensis	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.881861.3	Zooplankton biomass measured from net tows conducted during ongoing monthly cruises, from April 1994 to December 2022, at the Bermuda Atlantic Time-series Study (BATS) site in the Sargasso Sea	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923028.1	Total Th data from samples collected on 5 cruises at Station ALOHA off Hawaii and Station M off California from 2019 to 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.922922.1	Particulate Th data from samples collected on 5 cruises at Station ALOHA off Hawaii and Station M off California from 2019 to 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.920653.1	Census of heat tolerance among Florida's threatened staghorn corals from a study of Acropora cervicornis conducted from August to October 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924605.1	Stable carbon isotopic signatures of solid-phase extracted DOC from seawater collected on three GO-SHIP Repeat Hydrography Cruises in 2015-2018 along transects P16N, P18, and I07N.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925041.1	Results from a laboratory-based investigation into sediment Silicon sorption capacities using standardized clay samples and the radioactive tracer 32Si	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924650.1	Coral area from a study of year-long effects of high pCO2 on the community structure of a tropical fore reef assembled in outdoor flumes in Moorea, French Polynesia from 2017 to 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924603.1	Coral weight from a study of year-long effects of high pCO2 on the community structure of a tropical fore reef assembled in outdoor flumes in Moorea, French Polynesia from 2017 to 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925359.1	Concentrations of the rare earth elements (REE) and Thorium-232 (232Th) in glacial dust from the northern Gulf of Alaska region	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924886.1	RADseq data from Atlantic silversides used for linkage and QTL mapping.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.926311.1	Synechococcus batch culture data (cell quotas and ratios (C,N,P), size, and diameter) from laboratory experiments in 2021 to 2022 with related isolates cultured across a range of temperatures (16-25C)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.907559.1	Surface water and N.digitalis inhalent/exhalent water sample nutrient and bacterioplankton metadata of Looe Key and Wonderland Reef conducted in 10-15 December 2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925841.1	Data and code from an examination of growth rates of cyanobacteria co-cultured with a heterotrophic bacterium, Alteromonas, under either present-day or predicted future pCO2 conditions	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.922789.1	Compound specific isotope data of amino acids for abyssal macrofauna, megafauna, sediments, sediment traps, and in situ filtered particles at Station ALOHA off Hawaii and Station M off California from 2019 to 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925258.1	Particulate Carbon Concentrations and Stable Carbon Isotopes in Marine Particles Captured by In Situ Mclane Pumps at Cocos Ridge Coco Ridge (Eastern Equatorial Pacific) during cruise SR2113 between November - December 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.927046.1	Dissolved organic matter sulfur and carbon analysis of samples collected between 2010 and 2021 from various locations globally	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.926379.1	Community composition of corals in Palau determined by quantitative transects sampled in April 2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.926873.1	Dissolved mercury (Hg) speciation in the California Current System from samples collected on R/V Roger Revelle cruise RR2105 in July to August 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.927230.1	Community composition of corals in Palau determined by a qualitative survey conducted in 2021-2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.926959.1	Suspended particle total mercury and monomethylmercury in the California Current Ecosystem (CCE) determined from samples collected on R/V Roger Revelle cruise RR2105 (P2107) in July to August 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.769266.1	FASTA file of protein identifications from net tows during RVIB Nathaniel B. Palmer cruise NBP0601 in December of 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.894249.1	Results from predation assays (squidpops) conducted along rocky reefs of the Western coast of San Cristobal, Galapagos from June to November 2021 to determine fish predation intensity across a spatial and temporal temperature gradient	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.768237.1	Ross Sea metaproteome protein spectral counts searched against Phaeocystis strain transcriptome from net tows during RVIB Nathaniel B. Palmer cruise NBP0601 in December of 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.768259.1	Ross Sea metaproteome peptide spectral counts searched against Phaeocystis strain transcriptome from net tows during RVIB Nathaniel B. Palmer cruise NBP0601 in December of 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.768259.2	Ross Sea metaproteome peptide spectral counts searched against Phaeocystis strain transcriptome from net tows during RVIB Nathaniel B. Palmer cruise NBP0601 in December of 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.927107.1	Aerosol and seawater beryllium-7 concentrations from the US GEOTRACES GP17-OCE cruise on R/V Roger Revelle (RR2214) in the South Pacific and Southern Oceans from December 2022 to January 2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.927568.1	Aerosol and seawater beryllium-7 concentrations from the French GEOTRACES GS02 SWINGS cruise aboard R/V Marion-Dufresne (MD229) from January to March 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.928400.1	Geochemical composition of sediment samples collected in the Equatorial Pacific during October and November 2020 on R/V Kilo Moana cruise KM2012	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.927568.1	Aerosol and seawater beryllium-7 concentrations from the French GEOTRACES GS02 SWINGS cruise aboard R/V Marion-Dufresne (MD229) from January to March 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.928246.1	Geochemical composition of sediment pore water samples collected in the Equatorial Pacific during October and November 2020 on R/V Kilo Moana cruise KM2012	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.927507.1	Normalized protein abundance data and protein annotations for proteomic data from laboratory cultures of Ruegeria pomeroyi DSS-3 and Alteromonas macleodii MIT1002 in 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.927918.1	Temperature and light intensity measured at each transplant site during a reciprocal transplant experiment conducted at three sites in Turneffe Atoll, Belize from February to July 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925726.1	Total dissolved chromium (Cr) concentration and isotopic composition in the Eastern Tropical North Pacific from samples collected on R/V Roger Revelle and R/V Kilo Moana in April-May 2018 and Sept-Oct 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925782.1	Chromium concentration and isotopic composition of Cr(III) and Cr(VI) in the Eastern Tropical North Pacific from samples collected on R/V Roger Revelle and R/V Kilo Moana in April-May 2018 and Sept-Oct 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925569.1	Chromium (Cr) concentration and isotope data determined using dissolved Cr and different Cr species from samples collected on R/V Roger Revelle cruise RR1805 in April-May 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925670.1	Chromium (Cr) concentration and isotope data of chelex-100 extraction method from samples collected on R/V New Horizon cruise NH1410 in May-June 2014	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.921924.1	Hemiaulus-Richelia physiological response to different nitrogen sources	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.928002.1	Nitrate d15N and d18O from Niskin bottle samples collected on Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.929884.1	Iron ligand concentration in particles (1-51 μm) analyzed by liquid chromatography-mass spectrometry from samples collected on the US GEOTRACES Pacific Meridional Transect (PMT) cruise RR1814 (GP15) on R/V Roger Revelle in October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.921060.1	Chromophoric Dissolved Organic Matter (CDOM) Naperian Absorption Coefficients from the Gulf of Finland from June to July 2019 (MODIE project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925367.1	Water column data from the Cocos Ridge (Eastern Equatorial Pacific) acquired during cruise SR2113 between November - December 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925487.1	In situ porewater data from the Cocos Ridge (Eastern Equatorial Pacific) acquired during cruise SR2113 between November - December 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.881060.1	Bulk N2 fixation measurements from UCYN-A symbiosis in the Southern California Current System from May 2017 (SP1714) and October (SP1724) SCCS cruises.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.926368.1	Results from Calanus pacificus Acidification Laboratory Experiments from 2019-2020 (Zooplankton Swimming project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.926332.1	Results from Calanus pacificus Hypoxia Laboratory Experiments from 2019-2020 (Zooplankton Swimming project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.930347.1	Concentrations of dissolved thorium and protactinium isotopes (232Th, 230Th, 231Pa) in seawater collected during the Indian GEOTRACES Transect (SK312; GI02) in April-May 2014	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.931248.1	Concentrations of dissolved thorium and protactinium isotopes (232Th, 230Th, 231Pa) in seawater collected during the Indian GEOTRACES Transect (SK324; GI05) in September-October 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.904417.1	Depth profiles of pore water constituents from sediment cores collected on the Louisiana Shelf of the Northern Gulf of Mexico during November 2020 on R/V Savannah cruise SAV-20-07	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.904782.1	Electrochemical data from sediment cores collected on the Louisiana Shelf of the Northern Gulf of Mexico during November 2020 on R/V Savannah cruise SAV-20-07	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.928039.1	Bacterial transcriptional response to picoeukaryote Micromonas commoda	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.931959.1	Dissolved trace elements in profiles and surface waters collected during the Chinese GEOTRACES cruise (GP09) in the tropical northwest Pacific Ocean from April to June 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.914459.1	Gene expression profiles for Neocalanus flemingeri pre adults (CV) exposed to four different experimental food conditions collected from the M/V Dora in the Gulf of Alaska at station GAK1 from April 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.908689.1	Annotated de novo transcriptomes generated from six co-occurring species of calanoid copepods from the R/V Tiglax TXF18, TXS19, TXF15, TXF17 in the Gulf of Alaska from 2015-2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.835589.4	Dissolved concentrations of Ba, Cd, Cu, Ga, Mn, Ni, and Pb from Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.932161.1	Dissolved concentrations of rare earth elements (including Y) from Leg 1 of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.931936.1	Metagenomic Time Series of Winam Gulf, Lake Victoria from 2022-2023 (ASI Lake Victoria project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.836121.3	Dissolved concentrations of Ba, Cd, Cu, Ga, Mn, Ni, and Pb from Leg 2 (Hilo, HI to Papeete, French Polynesia) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1815) on R/V Roger Revelle from Oct-Nov 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.932559.1	Dissolved concentrations of rare earth elements (including Y) from Leg 2 (Hilo, HI to Papeete, French Polynesia) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1815) on R/V Roger Revelle from October to November 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.865757.1	ZooSCAN images of zooplankton collected along physical gradients during OAPS MOCNESS tows during R/V Oceanus cruise OC473 in the northwest Atlantic in 2011 and R/V New Horizon cruise NH1208 in the northeast Pacific in 2012 and imaged in 2021-2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.881861.4	Zooplankton biomass measured from net tows conducted during ongoing monthly cruises, from April 1994 to December 2023, at the Bermuda Atlantic Time-series Study (BATS) site in the Sargasso Sea	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.931469.1	Sanger Sequencing Analysis of Potexvirus PCR Products (Potex-5 and Potex-2RC) collected during West Florida Coastal Surveys of Seagrass from Feb 2022 to Oct 2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.928980.1	Chlorphyll a and pheophytin from two cruises performed as part of the STING project from R/V Atlantic Explorer AE2305 (Sting I cruise) and R/V Endeavor EN704 (Sting II cruise) in the Gulf of Mexico near Florida from February to July 2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.933707.1	Nitrite (NO2-) isotopes and concentrations from the U.S. GEOTRACES EPZT cruise (GP16, TN303) on R/V Thomas G. Thompson in the tropical Pacific from October to December 2013	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.933645.1	Nitrous oxide (N2O) isotopes and concentrations from the U.S. GEOTRACES EPZT cruise (GP16, TN303) on R/V Thomas G. Thompson in the tropical Pacific from October to December 2013	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.765141.4	Continous Plankton Recorder phytoplankton and zooplankton occurrence and count data from The CPR Survey in the Western North Atlantic Ocean from 1958 to 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
