doi	title	publisher	publicationYear
10.5255/ukda-sn-8741-3	Centre for Time Use Research UK Time Use Survey 6-Wave Sequence across the COVID-19 Pandemic, 2016-2021	UK Data Service	2022
10.5255/ukda-sn-7973-6	Longitudinal Small Business Survey, 2015-2020	UK Data Service	2022
10.5255/ukda-sn-7629-9	Understanding Society: Waves 1-11, 2009-2020: Special Licence Access, Census 2011 Output Area Classification	UK Data Service	2022
10.5255/ukda-sn-7280-11	Crime Survey for England and Wales, 1996-2020: Secure Access	UK Data Service	2022
10.5255/ukda-sn-8547-1	1970 British Cohort Study: Age 46, Sweep 10, 2016-2018	UK Data Service	2022
10.5255/ukda-sn-8098-4	European Working Conditions Survey, 2015	UK Data Service	2022
10.25934/pr00008610	A Phase III, Multicentre, International, Randomised, Parallel Group, Double Blind Cardiovascular Safety Study of BI 10773 (10 mg and 25 mg Administered Orally Once Daily) Compared to Usual Care in Type 2 Diabetes Mellitus Patients With Increased Cardiovascular Risk	Vivli	2022
10.11582/2022.00029	MPI-ESM 521-680 CE ensemble	NIRD RDA	2022
10.11582/2022.00052	Concentration of Particulate Organic Carbon (POC) and Particulate Organic Nitrogen (PON) from the sea water and sea ice in the northern Barents Sea as part of the Nansen Legacy project, Cruise 2022702 JC3	NIRD RDA	2022
10.11582/2022.00055	Concentration of Particulate Organic Carbon (POC) and Particulate Organic Nitrogen (PON) from the sea water and sea ice in the northern Barents Sea as part of the Nansen Legacy project, Cruise 2019706 Q3	NIRD RDA	2022
10.11582/2022.00056	"Data analysis results for: ""MoDLE: High-performance stochastic modeling of DNA loop extrusion interactions"""	NIRD RDA	2022
10.11582/2022.00059	Pressure solution grain boundary sliding as a large deformation mechanism of superplastic flow in the upper crust	NIRD RDA	2022
10.11582/2022.00045	Nansen Legacy and Arctic PRIZE sequential sediment trap protist and zooplankton data, collected north of Svalbard from October 2017 to October 2018	NIRD RDA	2022
10.11582/2022.00044	Nansen Legacy and Arctic PRIZE sequential sediment trap particle data, collected north of Svalbard from October 2017 to October 2018	NIRD RDA	2022
10.11582/2022.00032	Multi-Needle Langmuir probe (m-NLP) data on TRICE-2	NIRD RDA	2022
10.11582/2022.00028	PAPER1: cold hardening scheme	NIRD RDA	2022
10.11582/2022.00004	Gamanjunni_and_mannen_rockwall_data	NIRD RDA	2022
10.11582/2022.00002	ice tracker data	NIRD RDA	2022
10.11582/2022.00012	Idealized overshoot experiments simulated with NorESM2-LM	NIRD RDA	2022
10.17612/1j6k-sh07	Bentheimer sandstone for extraction of phase-specific petrophysical quantities using low-field NMR	Digital Rocks Portal	2022
10.17612/a1qa-2a25	scCO2-Brine-Glass Dataset for Comparing Image Denoising Algorithms	Digital Rocks Portal	2022
10.15468/dl.gt624q	Occurrence Download	The Global Biodiversity Information Facility	2022
10.34914/olos:l2tys6tie5f63h35lqpqzzlx24	List of Platinum OA Journals in Switzerland	OLOS, OLOS	2022
10.5255/ukda-sn-5639-2	European Working Conditions Survey, 2005	UK Data Service	2022
10.5255/ukda-sn-5605-2	Working Conditions in European Union Candidate Countries, 2001	UK Data Service	2022
10.5255/ukda-sn-5604-2	European Working Conditions Survey, 1995	UK Data Service	2022
10.5255/ukda-sn-5603-2	European Working Conditions Survey, 1991	UK Data Service	2022
10.5255/ukda-sn-5286-2	European Working Conditions Survey, 2000	UK Data Service	2022
10.5683/sp3/ipkreg	Canadian historical business data	Borealis	2022
10.25810/8196-e820	United Kingdom Newspaper Coverage of Climate Change or Global Warming, 2004-2025	University of Colorado Boulder	2022
10.15472/rvbe8y	Colección de Hymenoptera de la región Caribe en el Centro de Colecciones Científicas de la Universidad del Magdalena	Universidad del Magdalena	2022
10.5285/361621ad-6487-47a4-bf8b-00f78705e593	Assortative mating in Drosophila simulans and Drosophilia sechellia females	NERC EDS Environmental Information Data Centre	2022
10.6084/m9.figshare.20288595.v1	An Equation of State Unifies Diversity, Productivity, Abundance and Biomass (data sets)	figshare	2022
10.1594/pangaea.939960	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-8	PANGAEA	2022
10.1594/pangaea.939937	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-4	PANGAEA	2022
10.1594/pangaea.939956	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-5	PANGAEA	2022
10.1594/pangaea.946626	Biological and chemical water properties measured in water bottle samples during the cruise POS432 in Madeira basin in May 2012	PANGAEA	2022
10.1594/pangaea.939966	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-17	PANGAEA	2022
10.1594/pangaea.939965	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-15	PANGAEA	2022
10.1594/pangaea.939964	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-14	PANGAEA	2022
10.1594/pangaea.939934	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-2_2013	PANGAEA	2022
10.1594/pangaea.939935	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-2_2016	PANGAEA	2022
10.1594/pangaea.939963	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-13	PANGAEA	2022
10.1594/pangaea.939932	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-2_2012	PANGAEA	2022
10.1594/pangaea.939967	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-20	PANGAEA	2022
10.1594/pangaea.946724	Physical oceanography during the cruise POS432 in the Madeira basin in May 2012	PANGAEA	2022
10.1594/pangaea.939961	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-9	PANGAEA	2022
10.1594/pangaea.949132	Physical oceanography during POSEIDON cruise POS470 in Madeira basin in May/June 2014	PANGAEA	2022
10.1594/pangaea.939962	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-11	PANGAEA	2022
10.1594/pangaea.939936	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-3	PANGAEA	2022
10.1594/pangaea.939959	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-6	PANGAEA	2022
10.1594/pangaea.939926	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-1	PANGAEA	2022
10.1594/pangaea.939925	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-0	PANGAEA	2022
10.1594/pangaea.947853	Salinity, temperature and optical backscatter data measured with a Bottom Boundary (BOBO) lander at the Gardar Drift in the North Atlantic	PANGAEA	2022
10.1594/pangaea.943416	Integrated abundance, cell volume, viability and leucine incorporation rates of prokaryotes in the epipelagic, mesopelagic and bathypelagic layers of the tropical and subtropical Atlantic	PANGAEA	2022
10.1594/pangaea.950423	Physical oceanography during RV Sarmiento de Gamboa BATHYPELAGIC cruise (June 2018) to the Northeast Atlantic Ocean	PANGAEA	2022
10.1594/pangaea.943676	Physical oceanography, inorganic nutrients, dissolved and particulate organic carbon and nitrogen during FLUXES-1 cruise to the Cape Verde Frontal Zone in 2017	PANGAEA	2022
10.1594/pangaea.943414	Abundance, cell volume, biomass, viability and leucine incorporation rates of prokaryotes in the tropical and subtropical Atlantic	PANGAEA	2022
10.16904/envidat.272	Dataset for: Future water temperature of rivers in Switzerland under climate change investigated with physics-based models	EnviDat	2022
10.15472/u98fxz	Colección de Peces del Museo de Historia Natural C.J. Marinkelle	Universidad de los Andes	2022
10.5281/zenodo.6645445	Surface texture analysis in Toothfrax and MountainsMap® SSFA module: Different software packages, different results? [ConfoMap analysis]	Zenodo	2022
10.5281/zenodo.4312608	Surface texture analysis in Toothfrax and MountainsMap® SSFA module: Different software packages, different results? [ConfoMap analysis]	Zenodo	2022
10.26008/1912/bco-dmo.868030.1	Relative protein abundance from scaled and corrected exclusive peptide spectral counts from the ProteOMZ R/V Falkor expedition cruise FK160115 in the Pelagic central Pacific Ocean in 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.833517.1	Hydrographic, nutrient, and carbonate system data from R/V Janan cruises in the Arabian Gulf in December 2018 and May 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.868908.1	POM concentrations for carbon, nitrogen, and phosphorus from GO-SHIP Line C13.5/A13.5 in 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.867221.1	Microbial activity from sediments collected Fall 2019 in the Santa Barbara Basin using ROV Jason during R/V Atlantis cruise AT42-19	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.869225.1	Measurements of mixed field samples used for qPCR estimates and estimating biomass of DNA copy number in bulk samples	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.869011.1	Data resulting from testing dilution experiments conducted in the development of four assays to quantify copeod naupliar biomass in Kaneohe Bay, Hawaii	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.869085.1	Measurements of individual body size and qPCR estimates of DNA copy number per individual from the development of four assays to quantify copeod naupliar biomass in Kaneohe Bay, Hawaii	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.855139.2	DOP concentration observations from the global ocean between 1990 and 2021 (DOP N2 fixation and export production project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.740939.1	Chlorophyll and phaeopigment concentrations from near-surface profiles collected using the conventional CTD in the Southern Drake Passage and Antarctic Peninsular region on RVIB Nathaniel B. Palmer cruise NBP 16-08 from September to October 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.742206.1	Chlorophyll and phaeopigment concentrations from incubation experiments performed with amended Southern Drake Passage on RVIB Nathaniel B. Palmer cruise NBP 16-08 from September to October 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.870320.1	Primary producer amino acid nitrogen isotope values from published literature to examine beta variability in trophic position estimates	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.861234.1	Richness of experimental marine invertebrate communities across latitude (Competition and Predation across Latitude)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.861250.1	Composition of experimental marine invertebrate communities across latitude (Competition and Predation across Latitude)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.839175.1	Monthly cross-shore transects of biogeochemical properties in La Jolla, CA	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.872885.1	Sessile organisms found in tide pools during community surveys at John Brown’s Beach, Sitka, Alaska, USA from 2018 to 2020.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.872957.1	Mobile organisms found in tide pools during community surveys at John Brown’s Beach, Sitka, Alaska, USA from 2018 to 2020.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.775849.1	Nitrous oxide concentrations from the R/V Falkor expedition FK160115 in the Central Pacific from January to February 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.874841.1	Dissolved nutrient data from RVIB Nathaniel B Palmer cruise (NBP18-01) in the Amundsen and Ross Seas from December 2017 to March 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.876137.1	Shipboard FIA of Dissolved Al, Fe, and Mn from Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.876152.1	Shipboard FIA of Dissolved Al, Fe, and Mn from Leg 2 (Hilo, HI to Papeete, French Polynesia) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1815) on R/V Roger Revelle from October to November 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.876536.1	Surface fish dissolved metals (Ni, Mn, Pb, Ce, Y, La) from Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.876550.1	Surface fish dissolved metals (Ni, Mn, Pb, Ce, Y, La) from Leg 2 (Hilo, HI to Papeete, French Polynesia) of the US GEOTRACES PMT cruise (GP15, RR1815) on R/V Roger Revelle from Oct-Nov 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.672203.1	Depth profiles of seawater dissolved 143Nd/144Nd from RRS James Cook JC-57 in the southwest Atlantic, Punta Arenas (Chile) to Las Palmas (Spain), March 2011 (GEOTRACES-SWAT project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.878527.1	Dissolved Radium from Kolyma (Russia), Ellice (Canada), and Kodiak Island (USA) Rivers	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.878663.1	Desorbed Radium from Kolyma (Russia), Ellice (Canada), and Kodiak Island (USA) Rivers	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.878519.1	Measurements of global dissolved submarine groundwater discharge (SGD) 226-Radium and 228-Radium	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.878936.1	Temperature profiles of hydrothermal sediments measured by HOV Alvin’s heat flow probe in Guaymas Basin hydrothermal vents, RV/Atlantis cruise AT42-05, Nov. 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.809945.4	Winter survey data from Lake Erie from 2018-2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.784396.1	Mass flux and concentrations of bulk components (Carbonate, Organic Carbon/Nitrogen, Lithogenics, Opal) and elements in the flux at 500m, 1500m and 3200m depths from the OFP sediment trap time-series in the northern Sargasso Sea	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.882380.1	MESMO global ocean model results for glacial and freshwater hosing simulations with calibrated, semilabile and refractory dissolved organic matter	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.855139.3	DOP concentration observations from the global ocean between 1990 and 2021 (DOP N2 fixation and export production project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.883037.1	Temperature from seagrass wasting disease mesocosm experiments at Bodega Marine Laboratory in June-July 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.883055.1	Quantitative PCR cell count estimates from samples of DNA extracted from seagrass wasting disease parasite, Labyrinthula zosterae from wasting disease mesocosm experiments at Bodega Marine Laboratory in July-Sept of 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.883070.1	Microbial taxa (amplicon sequence variant or ASV) statistical analyses for two seagrass genotypes from wasting disease mesocosm experiments at Bodega Marine Laboratory in July-Sept of 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.879749.1	Seagrass metrics from from seagrass wasting disease mesocosm experiments conducted at Bodega Marine Laboratory from July-September 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.884057.1	Compilation of MULVFS size-fractionated POC, PIC, and bSi data from 17 cruises conducted between 1973 and 2005	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.883965.1	Compiled global dataset of PIC/POC and bSi concentrations measured by in situ pumps on multiple research cruises conducted from between 1973 and 2013	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.26008/1912/bco-dmo.883700.1	Trait data captured from literature sources, field observations and measurements of sessile marine invertebrates from coastal sites across a geographic gradient spanning the sub-arctic to the tropics (Competition and Predation across Latitude)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2022
10.18419/darus-3102	Simulation Results of a Droplet Impact onto a Liquid Film	DaRUS	2022
10.18710/u4jmiv	Replication Data for: Characterizing porous disk wakes in different turbulent inflow conditions with higher-order statistics	DataverseNO	2022
10.15468/dl.nvyhhs	Occurrence Download	The Global Biodiversity Information Facility	2022
10.18710/tfswlc	Supporting Data for: Cavity-free continuum solvation: implementation and parametrization in a multiwavelet framework	DataverseNO	2022
10.18710/ces0l8	Replication Data for: Exposure and Emergence in Usage-Based Grammar: Computational Experiments in 35 Languages	DataverseNO	2022
10.18710/vszvhl	Replication Data for: The effect of bird droppings on the corrosion of steels and aluminium used in offshore applications	DataverseNO	2022
10.18710/ixw3va	Supporting Data for: A high-Arctic inner shelf–fjord system from the Last Glacial Maximum to the Present: Bessel Fjord and SW Dove Bugt, NE Greenland	DataverseNO	2022
10.18710/j0qx3e	Supporting Data for: Multifocus microscopy with optical sectioning and extended axial resolution	DataverseNO	2022
10.18710/z2xusw	Replication data for: Electron behaviour around the onset of magnetic reconnection	DataverseNO	2022
10.18710/apdmdz	Replication Data for: The Case for Case in Putin’s Speeches	DataverseNO	2022
10.18710/ur1qaa	Replication Data for 'Subject pro-drop and past-tense auxiliary clitics in South-Western Ukrainian'	DataverseNO	2022
10.18710/slqumq	Replication Data for: “Threat” in Russian – A Linguistic Perspective	DataverseNO	2022
10.18710/2cpqhq	"ENBP Inventory ""Energy by people"" - First Europe-wide inventory on energy communities"	DataverseNO	2022
10.18710/1f9gyh	Supporting Data for: Direct multi-modal inversion of geophysical logs using deep learning	DataverseNO	2022
10.18710/6z0vjx	"Replication Data for: ""Lulworthinone: In vitro mode of action investigation of an antibacterial dimeric naphthopyrone isolated from a marine fungus."""	DataverseNO	2022
10.18710/vprd2h	Replication data for DAS4Microseism - Svalbard distributed acoustic sensing (DAS) strain data for oceanographic study	DataverseNO	2022
10.18710/8ikveu	Bitcoin blockchain optimized for machine learning prediction model	DataverseNO	2022
10.18710/95qq2w	Replication data for: Systematic metaphors in Norwegian doctoral dissertation acknowledgements	DataverseNO	2022
10.18710/2g0xkn	A Dataset Documenting Representations of Machine Vision Technologies in Artworks, Games and Narratives	DataverseNO	2022
10.18710/lhrtp9	Replication Data for: Diamond Open Access in Norway 2017–2020	DataverseNO	2022
10.18710/hk6cv6	Replication Data for: The role of resistivity on the efficiency of Magnetic Reconnection in MHD	DataverseNO	2022
10.18710/iz63jh	"Replication data for ""Performance improvement in a supercontinuum fiber-coupled system for near infrared absorption spectroscopy"""	DataverseNO	2022
10.18710/licdpt	High resolution 3D-scan of the runestone from Ervik (Ts. 8168), Harstad municipality	DataverseNO	2022
10.18710/rvlfxb	Replication Data for: The globalization of local indexicalities through music: African-American English and the blues	DataverseNO	2022
10.18710/vitgv3	Replication Data for: A Computational Protocol for VCD spectra of Cyclic Peptides	DataverseNO	2022
10.18710/gvuzwi	Replication Data for: A multivariate account of particle alternation after bare-form try in native varieties of English	DataverseNO	2022
10.18710/rulymp	Replication data for: Salience-simplification strategy for markedness of causal subordinators: “because” and “since” in argumentative essays	DataverseNO	2022
10.25934/pr00007871	A Phase III, Open-Label, Randomized Study of Atezolizumab (MPDL3280A, Anti-Pd-L1 Antibody) in Combination With Carboplatin or Cisplatin + Pemetrexed Compared With Carboplatin or Cisplatin + Pemetrexed in Patients Who Are Chemotherapy-Naive and Have Stage IV Non-Squamous Non-Small Cell Lung Cancer	Vivli	2022
10.25934/pr00008429	Type 1 Diabetes EXercise Initiative Pediatric Study (T1DexiP): The Effect of Exercise on Glycemic Control in Youth with Type 1 Diabetes	Vivli	2022
10.25934/pr00008428	Type 1 Diabetes EXercise Initiative: The Effect of Exercise on Glycemic Control in Type 1 Diabetes Study	Vivli	2022
10.25907/00154	Suspected chlamydial foetal loss highlights the need for standardised on-farm protocols	University of the Sunshine Coast	2022
10.25907/00708	Asparagopsis taxiformis Lineage 6 Genome	University of the Sunshine Coast	2022
10.17882/92401	Ieodo Ocean Research Station (Ieodo ORS): delayed mode dataset, annual release (2020)	SEANOE	2022
10.17882/92402	Ieodo Ocean Research Station (Ieodo ORS): delayed mode dataset, annual release (2021)	SEANOE	2022
10.17038/esia/1897049	Opportunity Accessibility by Transportation Mode for all U.S. Census Tracts	Argonne National Laboratory (ANL), Argonne, IL (United States)	2022
10.12770/f6e48c06-0738-402d-a790-55ac7d6c6fe7	CATDS-PDC L3SM Dielectric constant - 3-day global map of dielectric constant values from SMOS satellite	CATDS (CNES, IFREMER, CESBIO)	2022
10.12770/9cef422f-ed3f-4090-9556-b2e895ba2ca8	CATDS-PDC L3SM Filtered - 1 day global map of soil moisture values from SMOS satellite	CATDS (CNES, IFREMER, CESBIO)	2022
10.12770/8db7102b-1b22-4db3-949d-e51269417aae	CATDS-PDC L3SM Simple UDP - 1 day soil moisture Simple User Data Product from SMOS satellite	CATDS (CNES, IFREMER, CESBIO)	2022
10.12770/0f02fc28-cb86-4c44-89f3-ee7df6177e7b	CATDS-PDC L3OS 3Q mixed - Debiased average 10 days &amp; monthly salinity field product from SMOS satellite (mixed orbits)	CATDS (CNES, IFREMER, LOCEAN, ACRI)	2022
10.12770/12dba510-cd71-4d4f-9fc1-9cc027d128b0	CATDS-PDC L3OS 2Q - Debiased daily valid ocean salinity values product from SMOS satellite	CATDS (CNES, IFREMER, LOCEAN, ACRI)	2022
10.34810/data216	Credit and Property Rights among smallholders of the Girona Region (1768-1773)	CORA.Repositori de Dades de Recerca	2022
10.6084/m9.figshare.19214326.v2	Metformin attenuated sepsis-related liver injury by modulating gut microbiota	Taylor & Francis	2022
10.6084/m9.figshare.19346232	A nasal omicron vaccine booster elicits potent neutralizing antibody response against emerging SARS-CoV-2 variants	Taylor & Francis	2022
10.6084/m9.figshare.19346232.v2	A nasal omicron vaccine booster elicits potent neutralizing antibody response against emerging SARS-CoV-2 variants	Taylor & Francis	2022
10.26093/cds/vizier.75103389	High-mass star formation evolutionary trends	Centre de Donnees Strasbourg (CDS)	2022
10.6084/m9.figshare.20415830.v2	Correlation of <i>Moraxella catarrhalis</i> macrolide susceptibility with the ability to adhere and invade human respiratory epithelial cells	Taylor & Francis	2022
10.6084/m9.figshare.20415830	Correlation of <i>Moraxella catarrhalis</i> macrolide susceptibility with the ability to adhere and invade human respiratory epithelial cells	Taylor & Francis	2022
10.6084/m9.figshare.19362548.v2	Epidemiology of extrapulmonary tuberculosis among pediatric inpatients in mainland China: a descriptive, multicenter study	Taylor & Francis	2022
10.6084/m9.figshare.19900326.v2	Comparative miRNA transcriptomics of macaques and mice reveals <i>MYOC</i> is an inhibitor for <i>Cryptococcus neoformans</i> invasion into the brain	Taylor & Francis	2022
10.6084/m9.figshare.21155530	Compartmentalisation of Hepatitis B virus X gene evolution in hepatocellular carcinoma microenvironment and the genotype-phenotype correlation of tumorigenicity in HBV-related patients with hepatocellular carcinoma	Taylor & Francis	2022
