doi	title	publisher	publicationYear
10.5255/ukda-sn-8098-5	European Working Conditions Survey, 2015	UK Data Service	2024
10.16907/0ebfb93a-25f0-44fc-840d-4d156e9d1f70	Dynamic fluid interface rearrangement during steady-state multiphase flow in rocks	PSI	2024
10.23637/rothamsted.98z89	Soil Map of Rothamsted Estate	Rothamsted Research	2024
10.7910/dvn/exyx5u	"Replication Data for: ""Why is Participation Low in Referendums? Lessons from Latin America"""	Harvard Dataverse	2024
10.26037/yareta:kceyprc4mvdvdmsdlk2dh547ku	Vaudano et al. PNAS 2024	Université de Genève, Yareta	2024
10.26037/yareta:lb356tpupbcfteq4t4ikalhapq	Toxoplasma gondii devoid of an apicoplast - Addition	Université de Genève, Yareta	2024
10.26037/yareta:mkqbovnp5bb3poekqdtrbjr6xy	Binning method for artifact-free time-tag based correlation function calculations	Université de Genève, Yareta	2024
10.26037/yareta:kc446nwxifbvtb5z7l2f6tayga	Toxoplasma gondii devoid of an apicoplast	Université de Genève, Yareta	2024
10.26037/yareta:6mapzkwfp5advdcn44p3xv6uce	Hall response of locally correlated two-dimensional electrons at low density	Université de Genève, Yareta	2024
10.7266/bfg4hj9g	Interviews with engagement participants of the FloodWise Communities project conducted in 2022-05-20 to 2023-08-25	Harte Research Institute	2024
10.15468/x5b0f7	City of Kalamunda Biodiversity Inventory	City of Kalamunda	2024
10.15468/9lkyhl	PaDIL	Plant Health Australia	2024
10.15468/6cz7se	ReefWatch	Victorian National Parks Association	2024
10.15468/mexodu	PaDIL Bee records	Plant Health Australia	2024
10.15468/tvgvdy	Qweeds - Queensland	Queensland Department of Agriculture and Fisheries	2024
10.15468/6voxzp	Fungimap	Fungimap	2024
10.15468/8wmoeb	Tasmanian Herbarium (HO) AVH data	Tasmanian Museum and Art Gallery	2024
10.15468/5qt0dm	Western Australian Museum provider for OZCAM	Western Australian Museum	2024
10.15468/jf3yae	NSW AVH feed	The Royal Botanic Gardens & Domain Trust	2024
10.15468/9rkjjq	Western Australian Herbarium (PERTH) AVH data	Western Australia, Department of Biodiversity, Conservation and Attractions	2024
10.15468/rtnb4m	Tasmanian Natural Values Atlas	Department of Natural Resources and Environment Tasmania	2024
10.15468/khlfs3	Victorian Biodiversity Atlas	Victorian Department of Environment, Land, Water and Planning	2024
10.5281/zenodo.14192757	Classification of web-based Digital Humanities projects leveraging information visualisation techniques	Zenodo	2024
10.5281/zenodo.14192758	Classification of web-based Digital Humanities projects leveraging information visualisation techniques	Zenodo	2024
10.6084/m9.figshare.27072681.v1	Preparation and Effectiveness of a Nano-Modified Composite Gel Foam in Preventing the Spontaneous Combustion of Coal	Taylor & Francis	2024
10.6084/m9.figshare.27072681	Preparation and Effectiveness of a Nano-Modified Composite Gel Foam in Preventing the Spontaneous Combustion of Coal	Taylor & Francis	2024
10.6084/m9.figshare.27303626.v1	Plasma-Fluid Energy Transfers in Plasma Assisted Ignition	Taylor & Francis	2024
10.6084/m9.figshare.27303626	Plasma-Fluid Energy Transfers in Plasma Assisted Ignition	Taylor & Francis	2024
10.6084/m9.figshare.26189865	Establishment of a prognostic model for pancreatic cancer based on vesicle-mediated transport protein-related genes	Taylor & Francis	2024
10.6084/m9.figshare.26189865.v1	Establishment of a prognostic model for pancreatic cancer based on vesicle-mediated transport protein-related genes	Taylor & Francis	2024
10.17630/593ff3fa-2980-4fcf-bb54-f67371137a58	The Union Tin Member of the Rooiberg Group: Geodynamic implications for the Bushveld Large Igneous Province, South Africa (dataset)	University of St Andrews	2024
10.5281/zenodo.13880289	"Supporting dataset for ""Numerical analysis of Josephson junction arrays for multi-order quantum voltage steps"""	Zenodo	2024
10.34810/data1864	Replication Data for: Individual Choices of Wintering Areas Drive Adult Survival Heterogeneity in a Long‐Lived Seabird	CORA.Repositori de Dades de Recerca	2024
10.1594/pangaea.965083	Mortality rates from a long-term multiple stressor aquarium experiment with the cold-water coral Desmophyllum pertusum	PANGAEA	2024
10.1594/pangaea.965082	Physiological parameters from a long-term multiple stressor aquarium experiment with the cold-water coral Desmophyllum pertusum	PANGAEA	2024
10.1594/pangaea.965098	Dissolution rates from a long-term multiple stressor aquarium experiment with the cold-water coral Desmophyllum pertusum	PANGAEA	2024
10.23728/b2share.k1brv-y5y71	INCREASING THE LEVEL OF READING PROFICIENCY OF GRADE 7 STUDENTS THROUGH THE IMPLEMENTATION OF ENGLISH READING PROGRAM	B2SHARE	2024
10.23728/b2share.th55b-hmj26	INCREASING THE LEVEL OF READING PROFICIENCY OF GRADE 7 STUDENTS THROUGH THE IMPLEMENTATION OF ENGLISH READING PROGRAM	B2SHARE	2024
10.1594/pangaea.927018	XRF measurement from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927015	Porosity analysis from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927017	P-wave velocity measurement from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927013	Lightness measurement from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927014	Mineral determination from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927012	Bulk density from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.927008	Abundance of non-skeletal grains from IODP Site 356-U1461	PANGAEA	2024
10.1594/pangaea.971874	MOSES Sternfahrt-10, Elbe water distribution and dispersion of pollutants from the Elbe outflow into the Northern Sea (German Bight), in 2023	PANGAEA	2024
10.18710/pyoffx	Replication Data for: Circulating miRNAome of avian influenza-infected ruddy turnstones (Arenaria interpres)	DataverseNO	2024
10.18710/paypjz	Replication Data for: On the Billefjorden fault zone in Garmdalen, central Spitsbergen: implications for the mapping of major fault zones during geological fieldwork and for the tectonic history of Svalbard	DataverseNO	2024
10.18710/9bbpgg	Questionnaire dataset about user experience of an autonomous ferry	DataverseNO	2024
10.18710/zljn9x	Replication Data for: Trapdoor viscous remanent magnetization	DataverseNO	2024
10.18710/piz7h1	Replication Data for: Spirocyclic pyrrolidinyl nitroxides with exo-methylene substituents	DataverseNO	2024
10.18710/y7vgqe	Replication Data for: Understanding ‘many’ through the lens of Ukrainian багато	DataverseNO	2024
10.18710/wrgqam	Data Set from Flexural, Impact, and Hydraulic Pressure Tests on Precast Concrete Geothermal Energy Piles	DataverseNO	2024
10.18710/1nbww5	Replication Data for: Volumetric visualization of vanishing vortices in wind turbine wakes	DataverseNO	2024
10.18710/4dlxe3	Replication Data for: Will future wind power development in Scandinavia have an impact on wolves?	DataverseNO	2024
10.18710/ehnpow	Replication Data for: Intercorrelations of Chlorinated Paraffins, Dechloranes, and Legacy Persistent Organic Pollutants in 10 Species of Marine Mammals from Norway, in Light of Dietary Niche	DataverseNO	2024
10.18710/bykhxy	Replication Data for: Successful restoration of alpine plant communities depends on habitat type	DataverseNO	2024
10.18710/te5zog	Replication Data for: Learning to predict - second language perception of reduced multi-word sequences	DataverseNO	2024
10.18710/lgcnka	Replication Data for: Long term effects of forest management on forest structure and dead wood in mature boreal forests	DataverseNO	2024
10.18710/yunhfp	Replication Data for: Changing species dominance patterns of Boreal-Arctic heathlands: evidence of biotic homogenization	DataverseNO	2024
10.18710/wi9teh	Background data for: Latent-variable modeling of ordinal outcomes in language data analysis	DataverseNO	2024
10.26008/1912/bco-dmo.920878.1	Polyphosphate and associated measurements from water and particulate samples collected from 13 locations in the Great Lakes in July-Aug 2018 on R/V Blue Heron cruise BH18-09	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.920260.1	Larval respiration performance of Nematostella vectensis following parental exposure to ocean acidification during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.920909.1	Male fecundity following parental ocean acidification during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.920812.1	Fertilization rate of gametes following parental ocean acidification during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.920883.1	Adult respiration after spawning following parental ocean acidification during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.922037.1	pH and total alkalinity measurements of treatment tub seawater during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923267.1	Eggs size per bundle measurements following parental ocean acidification during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923171.1	Larvae in the planula stage 3 days post-fertilization following parental ocean acidification during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923183.1	Settled larvae 7 days post-fertilization following parental ocean acidification during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.921025.1	Female fecundity following parental ocean acidification during lab experiments conducted in spring 2022.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.920653.1	Census of heat tolerance among Florida's threatened staghorn corals from a study of Acropora cervicornis conducted from August to October 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924088.1	Survivorship measurements collected for Acartia hudsonica during multigenerational exposure to ocean warming (OW), ocean acidification (OA), and combined ocean warming and acidification (OWA)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924236.1	Body size measurements collected for Acartia hudsonica during multigenerational exposure to ocean warming (OW), ocean acidification (OA), and combined ocean warming and acidification (OWA)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924126.1	Egg production rate (EPR) and egg hatching success (HS) data for Acartia tonsa during multigenerational exposure to ocean warming (OW), ocean acidification (OA), and combined ocean warming and acidification (OWA)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924206.1	Development (i.e. maturation) time measurements for Acartia hudsonica during multigenerational exposure to ocean warming (OW), ocean acidification (OA), and combined ocean warming and acidification (OWA)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923908.1	Population fitness measurements collected for Acartia tonsa during multigenerational exposure to ocean warming (OW), ocean acidification (OA), and combined ocean warming and acidification (OWA)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923960.1	Population fitness measurements collected for Acartia hudsonica during multigenerational exposure to ocean warming (OW), ocean acidification (OA), and combined ocean warming and acidification (OWA)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925751.1	Coral (Pocillopora verrucosa) growth and tissue mortality from experimental field plots in Moʻorea, French Polynesia in 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925367.1	Water column data from the Cocos Ridge (Eastern Equatorial Pacific) acquired during cruise SR2113 between November - December 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.925487.1	In situ porewater data from the Cocos Ridge (Eastern Equatorial Pacific) acquired during cruise SR2113 between November - December 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924786.1	Sample collection information and sequence accessions at the National Center for Biotechnology Information (NCBI) for whole genome sequencing of eelgrass (Zostera marina) collected at Bodega and Tomales Bay, CA, USA from July to September 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.924671.1	Temperature data recorded using HOBO Pendant MX2201 loggers deployed at 14 sites in Tomales Bay and Bodega Harbor during August 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.934897.1	Infaunal community composition and sediment grain size distribution, porosity, and organic content of sediment cores collected in the Northern Gulf of Mexico off the Alabama (USA) coast during 2020 and 2021 before and after Hurricane Sally	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.933743.1	Bottle-calibrated dissolved oxygen (DO) profiles from US Overturning in the Subpolar North Atlantic Program (OSNAP) cruises in 2020 and 2022 (AR45 and AR69-03)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.934025.1	Discrete sample measurements of dissolved oxygen, dissolved inorganic carbon, and total alkalinity from US Overturning in the Subpolar North Atlantic Program (OSNAP) cruises in 2020 and 2022 (AR45 and AR69-03)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923065.1	Dissolved organic Fe-binding ligand data from the FRidge (GA13) expedition on RRS James Cook (cruise JC156) from December 2017 to February 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.936596.1	Composition and concentration of individual biomarkers in particulate organic carbon collected during two cruises to the Amazon River plume during R/V Knorr cruise KN197-08 in 2010 and R/V Melville cruise MV1110 in 2011	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.934800.1	Bioproject accession information on tag-sequence data for Pisaster ochraceus samples collected from Bodega Bay, CA, in July 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.3782.2	Discrete bottle samples collected at the Bermuda Atlantic Time-series Study (BATS) site in the Sargasso Sea from December 1988 (cruise 10001) through December 2022 (cruise 10399)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.933292.1	Average nitrate d15N values from the upper 1000 meters of the water column at four stations sampled in the Eastern Tropical North Pacific on R/V Sally Ride cruise SR2113 in December 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.936276.1	Formaminiferal Flux acquired by the Santa Barbara Basin Sediment Trap Mooring between 2014 and 2021	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.916046.1	Water temperature, salinity, and optical properties from an Acrobat towed vehicle from bi-weekly grids conducted at Palmer Station, Antarctica in 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.936849.1	Amplicon sequence variants (ASVs) and taxonomy of Pseudo-nitzschia spp. from Narragansett Bay in Rhode Island, USA and the Northeast U.S. Shelf (NES-LTER transect) from 2018-2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.936856.1	Pseudo-nitzschia spp. presence-absence and environmental data in Narragansett Bay in Rhode Island, USA and the Northeast U.S. Shelf (NES-LTER transect) from 2018-2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.934706.1	Scaffold-derived metaproteomic exclusive and total spectral counts associated with proteins from samples taken during R/V Atlantic Explorer cruise AE1913 from the Sargasso Sea to Northeast US shelf waters in June of 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.934718.1	Peptides associated with scaffold-derived metaproteomic proteins from samples taken during R/V Atlantic Explorer cruise AE1913 from the Sargasso Sea to Northeast US shelf waters in June of 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.916411.1	CTD profiles from R/V Atlantic Explorer cruise AE1913 in the Sargasso Sea in June of 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.916411.2	CTD profiles from R/V Atlantic Explorer cruise AE1913 in the Sargasso Sea in June of 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.3918.8	Two decibar averaged CTD profiles collected at the Bermuda Atlantic Time-series Study (BATS) site from October 1988 through December 2023	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.923545.1	OOI Global Southern Ocean Array CTD and Discrete Water Sampling Data from Mooring Overturning Cruises in the Southern Pacific Ocean from 2015-2020 (OOI Cruise Data project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.941377.1	Measured and calculated geochemistry values and uncertainty for water samples taken from the water column of Celestun Lagoon, Yucatan, Mexico in May of 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.941327.1	Isotopes (d11B, 87Sr/86Sr, d18O, d13C), elemental concentrations (B, Mg, Ca), and carbon content collected from the foraminifera Ammonia parkinsoniana and sediments in Celestun Lagoon, Yucatan, Mexico in June 2009 and May 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.935630.1	RNAseq data from apparently healthy and Stony Coral Tissue Loss Disease-affected Montastraea cavernosa coral collected from St. Thomas, US Virgin Islands in 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.945292.1	Full genome and transcriptome sequence assembly of the non-model organism Kellet’s whelk, Kelletia kelletii	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.26008/1912/bco-dmo.935476.1	Lab incubations of mussels (Mytilus californianus) examining the influence of periostracum cover and pH on external shell dissolution at Marshall Gulch Beach, CA from August 2021 to March 2022	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2024
10.34810/data1903	Replication Data for: Nanomechanics of cell-derived matrices as a functional read-out in Collagen VI-related Congenital Muscular Dystrophies	CORA.Repositori de Dades de Recerca	2024
10.15468/dl.hbhrye	Occurrence Download	The Global Biodiversity Information Facility	2024
10.15468/dl.myg4qe	Occurrence Download	The Global Biodiversity Information Facility	2024
10.15468/dl.687jgz	Occurrence Download	The Global Biodiversity Information Facility	2024
10.57903/uj/bsbomy	Bang-bang preparation of quantum many-body ground states in two dimensions: optimization of the algorithm with a two-dimensional tensor network	Jagiellonian University in Kraków	2024
10.5281/zenodo.11200749	Rates of Vertical Land Motion (VLM) on Tutuila (American Samoa) and Upolu (Samoa) (from 3 December 2015 to 16 April 2020 and from 28 April 2020 to 27 November 2023)	Zenodo	2024
10.5281/zenodo.15277950	"Dataset for ""Suppressing charge recombination by engineering homojunctions in brookite TiO2 nanorods for enhanced photocatalytic hydrogen evolution"""	Zenodo	2024
10.5281/zenodo.15277951	"Dataset for ""Suppressing charge recombination by engineering homojunctions in brookite TiO2 nanorods for enhanced photocatalytic hydrogen evolution"""	Zenodo	2024
10.7910/dvn/o3ybot	Statistically downscaled and bias corrected CMIP6 models for Continental Chile under scenario SSP5-8.5	Harvard Dataverse	2024
10.5683/sp3/ynseea	"Search strategies for ""Free HIV Drugs as a Key Tool Against the HIV Pandemic: A Systematic Review"""	Borealis	2024
10.5281/zenodo.11117528	Data for GalaxiesML: an imaging and photometric dataset of galaxies for machine learning	Zenodo	2024
10.5281/zenodo.11117527	GalaxiesML: an imaging and photometric dataset of galaxies for machine learning	Zenodo	2024
10.17026/ss/d62yth	Dutch Parliamentary Election Study 2023 (DPES/NKO 2023)	DANS Data Station Social Sciences and Humanities	2024
10.12770/6294e08c-baec-4282-a251-33fee22ec67f	CATDS-PDC L3TB - Global polarised brightness temperature product from SMOS satellite	CATDS (CNES, IFREMER, CESBIO)	2024
10.5880/gfz.2.6.2023.011	A model of European buildings	GFZ Data Services	2024
10.6084/m9.figshare.26493302	What do you think being a good scientist involves? School students’ views about science, scientific research, and being scientists	Taylor & Francis	2024
10.6084/m9.figshare.26493302.v1	What do you think being a good scientist involves? School students’ views about science, scientific research, and being scientists	Taylor & Francis	2024
10.6084/m9.figshare.27080891.v1	Design and validation of the scales of a Spanish-adapted questionnaire to measure pre-service teachers’ perceptions about inquiry-based science education	Taylor & Francis	2024
10.6084/m9.figshare.27080891	Design and validation of the scales of a Spanish-adapted questionnaire to measure pre-service teachers’ perceptions about inquiry-based science education	Taylor & Francis	2024
10.5880/intermagnet.1991.2020	Intermagnet Reference Data Set (IRDS) 2020 – Definitive Magnetic Observatory Data	GFZ Data Services	2024
10.5255/ukda-sn-9155-1	2021 Census: Safeguarded Individual Microdata Sample at Grouped Local Authority Level (England and Wales)	UK Data Service	2024
10.5255/ukda-sn-9154-1	2021 Census: Safeguarded Individual Microdata Sample at Region Level (England and Wales)	UK Data Service	2024
10.6084/m9.figshare.21202183.v3	MERS-CoV nsp1 regulates autophagic flux via mTOR signalling and dysfunctional lysosomes	Taylor & Francis	2024
10.6084/m9.figshare.21202183	MERS-CoV nsp1 regulates autophagic flux via mTOR signalling and dysfunctional lysosomes	Taylor & Francis	2024
10.11582/2024.00045	Nansen Legacy Sediment Pigment Data Q3	NIRD RDA	2024
10.11582/2024.00173	"WRF-CTSM model output for ""Evaluation of hydroclimatic variables over Nordic Fennoscandia using WRF-CTSM"""	NIRD RDA	2024
10.11582/2024.00143	CESM2(WACCM6) supereruption simulations	NIRD RDA	2024
10.25326/648	Rainfall composition, Bambey, Senegal	Aeris	2024
10.25326/602	Rainfall composition, Banizoumbou, Niger	Aeris	2024
10.25326/643	Rainfall composition, Dahra, Senegal	Aeris	2024
10.25326/276	Rainfall composition, Lamto, Côte d’Ivoire	Aeris	2024
10.25326/666	Rainfall composition, Zoétélé, Cameroon	Aeris	2024
10.7910/dvn/3ltfew	Building Volume Panel of 106 Chinese Cities 2018-2023	Harvard Dataverse	2024
10.5285/450fd469-5cd7-4c8f-b113-ba469c358caf	Expert-based stakeholder mapping and engagement strategies for six invasive non-native species case studies in Argentina, Brazil, and Chile, 2021	NERC EDS Environmental Information Data Centre	2024
10.5285/16b26b21-98ce-4c26-8b9e-c80c91403d9e	Modelled Miscanthus yield and soil carbon change data for the tropics (2040-2049) and Europe (2090-2099)	NERC EDS Environmental Information Data Centre	2024
10.5285/330cf3ac-21c3-4fa8-ab76-528f8cb2fbb8	Trait data of juniper trees from 16 UK populations in a common garden glasshouse trial	NERC EDS Environmental Information Data Centre	2024
10.5285/42c203c8-44de-40e2-a694-b1e8cbd4c8e1	Broadleaved woodland survey of Great Britain, 2020-2022	NERC EDS Environmental Information Data Centre	2024
10.5285/f61dcdcc-b838-4bfa-8d94-7820114a68c8	Germination rates, seed and berry data of juniper trees from UK populations under a warm-cool stratification glasshouse experiment	NERC EDS Environmental Information Data Centre	2024
10.25326/621	PM10 Mineral Analysis, Bambey, Senegal	Aeris	2024
10.7910/dvn/ym3uoo	Diplometrics Diplomatic Representation	Harvard Dataverse	2024
10.18434/mds2-3463	AtomGPT: Atomistic Generative Pretrained Transformer for Forward and Inverse Materials Design 	National Institute of Standards and Technology	2024
10.18434/mds2-3174	JARVIS-Tools: an open-source software package for data-driven atomistic materials design.	National Institute of Standards and Technology	2024
10.18434/mds2-3172	JARVIS-Leaderboard: Large Scale Benchmark of Materials Design Methods	National Institute of Standards and Technology	2024
10.11582/2024.00111	CESM2-LE cyclones, moisture transport axes, fronts, and CAOs 1950-2100	NIRD RDA	2024
10.11582/2024.00109	CESM2-WACCM6 simulations of the Eldgjá eruption	NIRD RDA	2024
10.11582/2024.00023	ERA5 cyclone tracks	NIRD RDA	2024
10.25907/00879	Record of DNA Barcoded rainforest plant species for the creation of the dated phylogeny of the Central Queensland Coast	University of the Sunshine Coast	2024
10.25907/00836	Bornean sun bear GPS collar data (Sabah, Malaysia)	University of the Sunshine Coast	2024
10.25907/00887	Aligning Gamified Learning Experiences to Learning Outcomes	University of the Sunshine Coast	2024
10.18434/mds2-3170	ALIGNN: Atomistic Line Graph Neural Network	National Institute of Standards and Technology	2024
10.6084/m9.figshare.25061123.v1	Pre-hospital triage of children at risk of oesophageal button battery impaction: the button battery impaction score	Taylor & Francis	2024
10.6084/m9.figshare.25061123	Pre-hospital triage of children at risk of oesophageal button battery impaction: the button battery impaction score	Taylor & Francis	2024
10.5281/zenodo.14051337	Research data - design patterns for platform revenue models	Zenodo	2024
10.5281/zenodo.14051338	Research data - design patterns for platform revenue models	Zenodo	2024
10.15468/dl.6tfvvk	Occurrence Download	The Global Biodiversity Information Facility	2024
10.15468/dl.kx2ytu	Occurrence Download	The Global Biodiversity Information Facility	2024
10.15468/dl.5zasby	Occurrence Download	The Global Biodiversity Information Facility	2024
10.15468/dl.p6yypa	Occurrence Download	The Global Biodiversity Information Facility	2024
10.15468/dl.97g7cs	Occurrence Download	The Global Biodiversity Information Facility	2024
10.15468/dl.vy9cv6	Occurrence Download	The Global Biodiversity Information Facility	2024
10.20383/103.0917	TiltSet: A Collection of 3D Drawings	Federated Research Data Repository / dépôt fédéré de données de recherche	2024
10.34810/data1836	Replication data for Seasonal carbon fluxes from vegetation and soil in a Mediterranean non-tidal salt marsh	CORA.Repositori de Dades de Recerca	2024
10.6084/m9.figshare.25794571	<i>In silico</i> analysis and characterization of potential inhibitors of MmaA3, a methoxy mycolic acid synthase from <i>Mycobacterium tuberculosis</i>	Taylor & Francis	2024
10.6084/m9.figshare.25415779	Potential diagnostic value of serum microRNAs for 19 cancer types: a meta-analysis of bioinformatics data	Taylor & Francis	2024
10.6084/m9.figshare.25415779.v1	Potential diagnostic value of serum microRNAs for 19 cancer types: a meta-analysis of bioinformatics data	Taylor & Francis	2024
10.6084/m9.figshare.25205405.v1	Charge cluster occurrence in land plants’ mitochondrial proteomes with functional and structural insights	Taylor & Francis	2024
10.6084/m9.figshare.25429263	Unveiling therapeutic prospects: targeting MDM-2 in non-muscle invasive bladder cancer	Taylor & Francis	2024
10.6084/m9.figshare.25429263.v1	Unveiling therapeutic prospects: targeting MDM-2 in non-muscle invasive bladder cancer	Taylor & Francis	2024
