doi	title	publisher	publicationYear
10.5255/ukda-sn-8644-10	Understanding Society: COVID-19 Study, 2020-2021	UK Data Service	2021
10.5255/ukda-sn-8473-3	Understanding Society: Marital and Cohabitation Histories, 1991-2019	UK Data Service	2021
10.5255/ukda-sn-5050-22	English Longitudinal Study of Ageing: Waves 0-9, 1998-2019	UK Data Service	2021
10.5255/ukda-sn-6533-18	National Diet and Nutrition Survey Years 1-11, 2008-2019	UK Data Service	2021
10.5255/ukda-sn-8658-3	COVID-19 Survey in Five National Longitudinal Cohort Studies: Millennium Cohort Study, Next Steps, 1970 British Cohort Study and 1958 National Child Development Study, 2020-2021	UK Data Service	2021
10.5255/ukda-sn-8644-9	Understanding Society: COVID-19 Study, 2020-2021	UK Data Service	2021
10.5255/ukda-sn-8741-2	United Kingdom Time Use Survey Sequence Pre and During COVID-19 Social Restrictions, 2016-2020	UK Data Service	2021
10.5255/ukda-sn-6711-11	International Trade in Services, 1996-2019: Secure Access	UK Data Service	2021
10.5255/ukda-sn-8688-2	English Longitudinal Study of Ageing COVID-19 Study, Waves 1-2, 2020	UK Data Service	2021
10.5255/ukda-sn-8773-1	ELSA Polygenic Scores, 2021	UK Data Service	2021
10.5255/ukda-sn-8644-7	Understanding Society: COVID-19 Study, 2020	UK Data Service	2021
10.5255/ukda-sn-6614-14	Understanding Society: Waves 1-10, 2009-2019 and Harmonised BHPS: Waves 1-18, 1991-2009	UK Data Service	2021
10.5255/ukda-sn-6931-11	Understanding Society: Waves 1-10, 2009-2019 and Harmonised BHPS: Waves 1-18, 1991-2009: Special Licence Access	UK Data Service	2021
10.5255/ukda-sn-7248-10	Understanding Society: Waves 1-10, 2009-2019: Special Licence Access, Census 2011 Lower Layer Super Output Areas	UK Data Service	2021
10.5255/ukda-sn-8656-1	Next Steps: Sweeps 1-7, 2004-2010: Secure Access	UK Data Service	2021
10.5255/ukda-sn-8649-1	Health Survey for England, 2018	UK Data Service	2021
10.5255/ukda-sn-8488-2	Health Survey for England, 2017	UK Data Service	2021
10.5255/ukda-sn-3535-5	1970 British Cohort Study: Age 16, Sweep 4, 1986	UK Data Service	2021
10.5255/ukda-sn-8481-1	Millennium Cohort Study: Linked Education Administrative Datasets (National Pupil Database), England: Secure Access	UK Data Service	2021
10.5255/ukda-sn-7483-3	Young Lives: an International Study of Childhood Poverty: Rounds 1-5 Constructed Files, 2002-2016	UK Data Service	2021
10.5255/ukda-sn-5545-7	Next Steps: Sweeps 1-8, 2004-2016	UK Data Service	2021
10.5255/ukda-sn-7464-5	Millennium Cohort Study: Fifth Survey, 2012	UK Data Service	2021
10.5255/ukda-sn-5795-5	Millennium Cohort Study: Third Survey, 2006	UK Data Service	2021
10.5255/ukda-sn-4683-5	Millennium Cohort Study: First Survey, 2001-2003	UK Data Service	2021
10.5255/ukda-sn-6411-8	Millennium Cohort Study: Fourth Survey, 2008	UK Data Service	2021
10.5255/ukda-sn-5350-5	Millennium Cohort Study: Second Survey, 2003-2005	UK Data Service	2021
10.5255/ukda-sn-7473-2	1970 British Cohort Study: Age 42, Sweep 9, 2012	UK Data Service	2021
10.5255/ukda-sn-3723-7	1970 British Cohort Study: Age 10, Sweep 3, 1980	UK Data Service	2021
10.25934/00006870	A Randomized, Double-blind, Event-driven, Placebo-controlled, Multicenter Study of the Effects of Canagliflozin on Renal and Cardiovascular Outcomes in Subjects With Type 2 Diabetes Mellitus and Diabetic Nephropathy	Vivli	2021
10.11582/2021.00046	USSIMO spectroradiometer raw data time series (2020) measured under the dome of a light observatory in the Arctic (Ny-Ålesund, Svalbard, Norway)	NIRD RDA	2021
10.11582/2021.00048	Time series (2018) of irradiance in the PAR (photosynthetically active radiation) region measured under the dome of a light observatory in the Arctic (Ny-Ålesund, Svalbard, Norway) derived from SLR camera	NIRD RDA	2021
10.11582/2021.00100	"Dataset for ""Impaired astrocytic Ca2+ signalling in awake Alzheimer's disease transgenic mice"""	NIRD RDA	2021
10.11582/2021.00004	m-NLP on VISIONS-2 35.039	NIRD RDA	2021
10.11582/2021.00021	Pictures from an all-sky camera with hourly resolution from the light observatory at Ny-Ålesund, Svalbard, Norway (complete year 2020)	NIRD RDA	2021
10.11582/2021.00001	Ocean output of TMI model Pleistocene Milankovitch cycle experiments	NIRD RDA	2021
10.17612/93pd-y471	3D Dataset of Simulations	Digital Rocks Portal	2021
10.17612/3t36-q704	A Multi-Resolution Complex Carbonates Micro-CT Dataset (MRCCM)	Digital Rocks Portal	2021
10.17612/nxgk-k611	3D Collection of Binary Images	Digital Rocks Portal	2021
10.17612/8kc8-5b98	Micro-tomographic imaging of the dissolution of trapped nitrogen gas with and without dissolution fingering	Digital Rocks Portal	2021
10.17612/p4wh-w011	Mineralized fracture in a mudrock shale	Digital Rocks Portal	2021
10.5281/zenodo.4736881	"Data of ""Using current research information systems to investigate data acquisition and data sharing practices of computer scientists"""	Zenodo	2021
10.25810/jck1-hf50	US Newspaper Coverage of Climate Change or Global Warming, 2004-2024	University of Colorado Boulder	2021
10.15454/50rs8c	Metadata from common gardens of the Forest Genetics Network for Research and Experimentation (GEN4X)	Recherche Data Gouv	2021
10.26143/ganil-2021-e793s_19	Proton-neutron interactions across the N = 28 shell closure via 47K(d,p) 48K, and implications for the most neutron-rich phosphorus	GANIL, Large Heavy Ion National Accelerator, Caen, France	2021
10.5281/zenodo.5684291	Date from: Global analysis of trait-trait relationships within and between species	Zenodo	2021
10.5281/zenodo.5684290	Date from: Global analysis of trait-trait relationships within and between species	Zenodo	2021
10.1594/pangaea.929903	Southern Ocean RADiolarian dataset (SO-RAD)	PANGAEA	2021
10.1594/pangaea.939658	Pollen data from the margins of Lake Tiefer See / north-eastern Germany from sediment core TS-00	PANGAEA	2021
10.16904/envidat.237	Meteorology and snow transport at S17 near Syowa, Antarctica, in austral summer 2018/2019	EnviDat	2021
10.16904/envidat.232	Reproducibility Dataset for CRYOWRF v1.0	EnviDat	2021
10.5255/ukda-sn-8728-1	Scottish Election Study, 2016	UK Data Service	2021
10.16904/envidat.230	Cloud Optimized Raster Encoding (CORE) format	EnviDat	2021
10.16904/envidat.201	Dataset for: Climate change scenarios at hourly time-step over Switzerland from an enhanced temporal downscaling approach	EnviDat	2021
10.17026/dans-26b-xrqu	Dutch Ethnic Minority Election Study 2021 (DEMES/NKO-EM 2021)	DANS Data Station Social Sciences and Humanities	2021
10.20366/unimib/unidata/si384-2.0	Deformation and meteorological data of the Khoko landslide, Enguri, Republic of Georgia (2016-2020)	UniData - Bicocca Data Archive	2021
10.15472/wrky7l	Colección de mamíferos Museo de Ciencias Naturales de La Salle	Instituto Tecnológico Metropolitano	2021
10.26008/1912/bco-dmo.756982.2	Dissolved Gallium (Ga) from R/V Thomas G. Thompson cruise TN303 (GP16) in the Eastern Tropical Pacific in 2013 (U.S. GEOTRACES EPZT project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.834230.1	Total aerosol trace elements from bulk aerosol samples collected on Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.834243.1	Total aerosol trace elements from bulk aerosol samples collected on Leg 2 (Hilo, HI to Papeete, French Polynesia) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1815) on R/V Roger Revelle from Oct-Nov 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.835227.1	Carbonate chemistry in Mission Aransas Estuary from May 2014 to Feb 2017 and Dec 2018 to Feb 2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.734915.3	Particulate organic matter (PON, POC, POP) concentrations collected on R/V Roger Revelle cruise RR1604 along the hydrographic line IO9 in the Eastern Indian Ocean from March to April 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.3327.3.1	EcoMon plankton counts (10-m2) from Bongo tows, including MARMAP data from multiple cruises in the Northeast Continental Shelf of the United States from 1977-2015 (EcoMon Zooplankton project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.842086.1	Isotopic composition and concentrations of dissolved and particulate nickel, cadmium, iron, zinc, and copper from the Eastern Tropical North Pacific Ocean on R/V Revelle cruise RR1804 and on R/V Sikuliaq cruise SKQ201617S	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.844810.1	Carbon and nitrogen stable isotopes of marine inorganic and organic matter around O'ahu, Hawai'i, December 2017	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.847495.1	Presence or absence of amplicon sequence variants (ASVs) recovered from samples which are described in DATASET 01, Pseudo-nitzschia spp. from weekly samples and offshore cruises with the Northeast U.S. Shelf (NES) Long-Term Ecological Research (LTER)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.847448.1	Pseudo-nitzschia spp. cell counts, nutrients water temperature and salinity, and concentrations of the toxin domoic acid from weekly samples and offshore cruises with the Northeast U.S. Shelf (NES) Long-Term Ecological Research (LTER)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.824867.5	Bottle file from Leg 2 (Hilo, HI to Papeete, French Polynesia) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1815) on R/V Roger Revelle from October to November 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.777951.6	Bottle file from Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.818383.2	Dissolved Cobalt and Labile Cobalt from Leg 1 (Seattle, WA to Hilo, HI) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1814) on R/V Roger Revelle from September to October 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.841583.1	Element quotas of individual plankton cells collected during IRNBRU (MV1405) and June 2015 Line P cruises	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.854091.1	Bottle data from CTD casts conducted on R/V Sally Ride cruise SR1805 in the Eastern Tropical North Pacific Ocean from March to April 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.718440.4	Radium and thorium isotopes measured in the Western Arctic as part of the 2015 US GEOTRACES Arctic Cruise on the USCGC Healy (HLY1502) from August to October 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.794064.2	Particulate and dissolved Po-210 and Pb-210 in seawater, snow, melt ponds, ice core, ice-rafted sediments, and aerosols from the US GEOTRACES Arctic cruise (HLY1502) on USCGC Healy from August to October 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.854150.1	Particulate Th-234 collected using large volume McLane pumps (LVPs) as part of the EAGER chief scientist training cruise (KM1910) at Station ALOHA, subtropical North Pacific gyre in June 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.768011.2	Microstructure profiles at Station AT55 in Lake Michigan from 2017, 2018 and 2019.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.846802.1	Radium isotope (223Ra, 224Ra, and 226Ra) measurements from CTD and underway water samples collected on  R/V Endeavor cruise EN640 from June-July 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.861596.1	Water column Beryllium-7 from samples collected on the MOSAiC expedition, PS122, on R/V Polarstern in the Central Arctic Ocean during 2019-2020	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.26008/1912/bco-dmo.855139.1	DOP concentration observations from the global ocean between 1990 and 2021 (DOP N2 fixation and export production project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2021
10.18710/20vivt	The typelog from the Geosteering World Cup 2020 semi-finals	DataverseNO	2021
10.18710/uniybz/6dr3lk	02_Data_Site-2.txt	DataverseNO	2021
10.18710/eozktr	Comparative Judgement of Statements About Mathematical Definitions	DataverseNO	2021
10.18710/pzqc4a	Dataset for Design Ideation Study	DataverseNO	2021
10.18710/tiiikx	Structural field measurements in Proterozoic basement, Devonian, Carboniferous, and Permian rocks in Billefjorden, July 2021.	DataverseNO	2021
10.18710/pdclas	3DSIM data of mitochondria in the cardiomyoblast cell-line H9c2 adapted to either glucose or galactose	DataverseNO	2021
10.18710/ce8rqh	"Replication data for ""Impact of Timanian thrust systems on the late Neoproterozoic–Phanerozoic tectonic evolution of the Barents Sea and Svalbard"""	DataverseNO	2021
10.18710/wa5ycf	Replication Data for: Multiwavelets applied to metal-ligand interactions: Energies free from basis set errors	DataverseNO	2021
10.18710/6zwc9z	Replication data for Using Fitness Trackers and Smartwatches to Measure Physical Activity in Research	DataverseNO	2021
10.1594/pangaea.933345	Underway surface O2/Ar, O2 and N2 observations from the Subarctic Northeast Pacific	PANGAEA	2021
10.25934/00007402	A Phase I/III, Randomized, Double-Blind, Placebo-Controlled Study of Carboplatin Plus Etoposide With or Without Atezolizumab (Anti-PD-L1 Antibody) in Patients With Untreated Extensive-Stage Small Cell Lung Cancer	Vivli	2021
10.25934/pr00007557	A Phase III, Double-Blinded, Randomized, Placebo-Controlled Study of Atezolizumab Plus Cobimetinib and Vemurafenib Versus Placebo Plus Cobimetinib and Vemurafenib in Previously Untreated BRAFV600 Mutation-Positive Patients With Unresectable Locally Advanced or Metastatic Melanoma	Vivli	2021
10.25934/00007372	A Phase III, Open-Label, Randomized Study of Atezolizumab in Combination With Bevacizumab Compared With Sorafenib in Patients With Untreated Locally Advanced or Metastatic Hepatocellular Carcinoma	Vivli	2021
10.25934/00007373	A Phase 3, Randomized, Double-Blind, Multicenter Study Comparing Oral Ixazomib (MLN9708) Plus Lenalidomide and Dexamethasone Versus Placebo Plus Lenalidomide and Dexamethasone in Adult Patients With Relapsed and/or Refractory Multiple Myeloma	Vivli	2021
10.25907/00080	Mother-of-pearl exports for Papua New Guinea from 1888 to 2019	University of the Sunshine Coast	2021
10.17882/85130	Ieodo Ocean Research Station (Ieodo ORS): delayed mode dataset, annual release (2019)	SEANOE	2021
10.17026/dans-xcy-ac9q	Dutch Parliamentary Election Study 2021 (DPES/NKO 2021)	DANS Data Station Social Sciences and Humanities	2021
10.15454/mqkq1o	Phenotypic trait dataset of Pinus pinea from five common gardens of the INRAE GEN4X network	Recherche Data Gouv	2021
10.1594/pangaea.929706	Multibeam bathymetry raw data (Kongsberg EM 122 entire dataset) of RV SONNE during cruise SO267	PANGAEA	2021
10.6084/m9.figshare.17099727.v2	Replicative transposition contributes to the evolution and dissemination of KPC-2-producing plasmid in <i>Enterobacterales</i>	Taylor & Francis	2021
10.6084/m9.figshare.17081967.v2	Cell membrane-anchored anti-HIV single-chain antibodies and bifunctional inhibitors targeting the gp41 fusion protein: new strategies for HIV gene therapy	Taylor & Francis	2021
10.6084/m9.figshare.17081967	Cell membrane-anchored anti-HIV single-chain antibodies and bifunctional inhibitors targeting the gp41 fusion protein: new strategies for HIV gene therapy	Taylor & Francis	2021
10.6084/m9.figshare.17121258.v1	A second functional furin site in the SARS-CoV-2 spike protein	Taylor & Francis	2021
10.25907/00032	The influence of seafloor terrain on fish and fisheries: a global synthesis	University of the Sunshine Coast	2021
10.5285/3bd6397d-f0db-40c4-885a-95ca280a6683	Acid manipulation field experiment in North Wales and the Peak District (2015-2016): Litter decomposition, Tea Bag Index and pore water chemistry data	NERC Environmental Information Data Centre	2021
10.5285/f478ea82-a0e9-4778-955b-34c7ebfdd421	National Plant Monitoring Scheme survey data (2015-2020)	NERC EDS Environmental Information Data Centre	2021
10.5285/78ca9a01-107b-4f33-8561-9c3e64db7e02	Soil metrics and vegetation data from pasture fed livestock farms across Great Britain, 2018	NERC Environmental Information Data Centre	2021
10.5285/7c2778bf-b498-4ba2-b8cb-60a2081e5ba7	Interferometric Synthetic Aperture Radar ground motion and timeseries data over the Flow Country, Caithness and Sutherland, March 2015-July 2019	NERC EDS Environmental Information Data Centre	2021
10.5285/a1fbdde5-688d-4b48-9293-12ecf5563704	Numerical model output data on the interaction of flow with a permeable bed and biofilms	NERC Environmental Information Data Centre	2021
10.5285/29d6345f-9f53-4894-8f60-80843f49c017	Survey data of greenspace users' preference scores for planted urban meadows and demographic data, Bedford and Luton, UK, 2014	NERC EDS Environmental Information Data Centre	2021
10.5285/d2e0cf65-010c-4206-8302-195449d0acba	Nitrogen oxide and ozone concentrations, pollinator visitation frequencies and yield metrics of Brassica nigra in fumigation rings, Sonning, UK, 2018-2019	NERC Environmental Information Data Centre	2021
10.5285/5f6661e4-1d34-4b01-8f3a-9fc86c546f73	Energy and mass balance characteristics of Peruvian glaciers	NERC EDS Environmental Information Data Centre	2021
10.5285/e00770f3-4acf-4fd5-ba29-0a4dbdca09a4	Invertebrate community assembly data across a natural soil temperature gradient in Iceland from May-July 2015	NERC Environmental Information Data Centre	2021
10.5285/f4f79d46-dac7-4628-a0b3-7427761737a6	Monthly precise levelling data of peat surface motion from upland and lowland blanket peatland in the Flow Country, Scotland, 2017-2019	NERC Environmental Information Data Centre	2021
10.5285/9f097d82-7560-4ed2-af13-604a9110cf6d	A taxonomic, genetic and ecological data resource for the vascular plants of Britain and Ireland	NERC Environmental Information Data Centre	2021
10.5285/4d3f4c8a-5605-4990-8ca1-42f8ddf63698	Caterpillar counts from grass margins and hedgerows under streetlights, Oxfordshire, UK, 2018-2020	NERC EDS Environmental Information Data Centre	2021
10.5285/d5ea9e2c-f053-4631-aead-a8a5557488c6	Malaysian tropical heath forest growth and chemistry after fertilisation, 2016-2018	NERC EDS Environmental Information Data Centre	2021
10.5285/3458e0b9-5002-4ddb-bcb3-1c7fb08fb70b	Peat characteristic data from Blanket Peatland in the Flow Country, Caithness and Sutherland, 2018	NERC EDS Environmental Information Data Centre	2021
10.5285/b76223dd-28ae-4b0e-acd3-3b2104eaae0c	Soil and vegetation ecological function data in native reforestation, unforested and mature forest plots in the Scottish Highlands, 2018	NERC EDS Environmental Information Data Centre	2021
10.5285/789bea37-0450-4822-9857-3dc848feb937	Gross Primary Productivity simulations of Great Britain for emulation, 2001-2010 from JULES land surface model	NERC Environmental Information Data Centre	2021
10.5285/90dee4ce-187c-4094-8895-b079d29922f5	Life history, developmental and morphometric data for individual flies from an experiment manipulating larval nutrition in female fruit flies (Drosophila melanogaster)	NERC EDS Environmental Information Data Centre	2021
10.5285/e2f248d5-79a1-4af9-bdd4-f739fb12ce9a	Nitrogen-relevant policies from South Asia collected by the South Asian Nitrogen Hub (SANH) 2020-2021 	NERC EDS Environmental Information Data Centre	2021
10.5285/cf68be0c-e969-4190-8ec6-abeedb51b42c	Multispectral airborne imagery and associated classifications, training data and validation data, for mapping nectar-rich floral resources for pollinators, Northamptonshire, UK 2020	NERC EDS Environmental Information Data Centre	2021
10.5285/f5fc1041-e284-4763-b8b7-8643c319b2d0	Grid-to-Grid model estimates of river flow for Northern Ireland driven by observed data (1980 to 2011)	NERC EDS Environmental Information Data Centre	2021
10.5285/c7148c20-c6b3-43e1-9f99-b6e38e4dfdaf	Past deforestation (2000-2018) and future deforestation probability (2019-2053) for Wallacea	NERC EDS Environmental Information Data Centre	2021
10.5285/3a813bd9-59ae-476e-a170-ab83fe1587b2	Morphometric measurements relating to 177 macro-moth species collected in the UK, 2017	NERC Environmental Information Data Centre	2021
10.5285/eb5d9dc4-13bb-44c7-9bf8-c5980fcf52a4	Potential evapotranspiration derived from the UK Climate Projections 2018 Regional Climate Model ensemble 1980-2080 (Hydro-PE UKCP18 RCM)	NERC EDS Environmental Information Data Centre	2021
10.5285/7525088d-e504-456a-bc55-e48d8ca85303	Aquatic carbon and greenhouse gas concentrations in headwater streams draining from natural, drained and restored peatland catchments in the Flow Country, Scotland, September 2008-August 2010	NERC Environmental Information Data Centre	2021
10.5285/084e0bc6-e67f-4dad-9de6-0c698f60e34d	Corine land cover 2018 for the UK, Isle of Man, Jersey and Guernsey	NERC EDS Environmental Information Data Centre	2021
10.5285/65edb979-eebd-4331-94f6-52f0844fb3cb	Tree and shrub vegetation surveys in Monks Wood National Nature Reserve, Cambridgeshire, England, 2005-2006	NERC Environmental Information Data Centre	2021
10.5285/5bf972a8-c9a3-4721-8089-552dfe3ff124	Projected national-level climate change impacts on terrestrial mammals and birds, and projected global transboundary range shifts by 2070	NERC Environmental Information Data Centre	2021
10.5285/9fc7ab01-c622-46f1-a904-0bcd54073da3	Simulated streamflow, demands and aquifer levels in the Narmada Basin, India, 1970-2099 using the Global Water Availability Assessment Model (GWAVA)	NERC Environmental Information Data Centre	2021
10.5285/603629d9-618c-4a26-8a1d-235a4c8f4791	Hourly data from automatic water monitoring buoy from Blelham Tarn, 2016 to 2018 	NERC EDS Environmental Information Data Centre	2021
10.5285/83a10b11-23ef-4378-a56d-c63cce365275	Invertebrate pests, natural enemies, pollinators, pest damage and yields associated with different understorey treatments in an agroforestry system, Nottinghamshire, UK, 2020	NERC Environmental Information Data Centre	2021
10.5285/7d3aa79b-43bb-493f-a14a-0d4c07f9a0d9	Caterpillar masses from grass margins and hedgerows under streetlights, Oxfordshire, UK, 2018-2020	NERC EDS Environmental Information Data Centre	2021
10.5285/2f835517-253e-4697-b774-ab6ff2c0d3da	Grid-to-Grid model estimates of river flow for Great Britain driven by observed data (1980 to 2011)	NERC EDS Environmental Information Data Centre	2021
10.5285/d366ed40-af8c-42be-86f2-bb90b11a659e	Methane and carbon dioxide fluxes from a permanent wetland in the Okavango Delta, Botswana, 2018-2020	NERC Environmental Information Data Centre	2021
10.5285/ec78b74e-631d-4bef-8c28-618b4dc0fffd	Greenhouse gas and water chemistry data measured across the Tay estuary, Scotland, from 2009-2011	NERC Environmental Information Data Centre	2021
10.5285/c9a85f7c-45e2-4201-af82-4c833b3f2c5f	Grid-to-Grid model estimates of soil moisture for Great Britain and Northern Ireland driven by observed data (1980 to 2011)	NERC EDS Environmental Information Data Centre	2021
10.5285/b8c9fd3d-f9ea-4fd8-9557-9022884f711d	Net ecosystem carbon dioxide (CO2) exchange and meteorological observations collected at peatlands across Wales, Scotland and England, 2008-2020	NERC Environmental Information Data Centre	2021
10.5285/2170ebd0-7e6f-4871-97d9-1d42e210468f	Methane and carbon dioxide fluxes from a seasonal wetland in the Okavango Delta, Botswana, 2018-2020	NERC Environmental Information Data Centre	2021
10.5285/98b473c7-3ca9-498d-a851-31152b1f1da7	Empirical and modelled carbon, nitrogen and phosphorus content of plants and soils from Wardlow Hay Cop, UK	NERC Environmental Information Data Centre	2021
10.5285/60782622-7bfa-4615-a9e3-0a802a9f4674	Soil and vegetation radionuclide activity concentrations and calculated dose rates from the Red Forest, Chernobyl, Ukraine, 2016-2017	NERC Environmental Information Data Centre	2021
10.5285/6d07d60a-4cb9-44e4-be39-89ea40365236	Global gridded monthly mean Leaf Area Index (LAI) for five Plant Functional Types (PFTs) derived from the Global LAnd Surface Satellite (GLASS) products for the period 2000-2014	NERC Environmental Information Data Centre	2021
10.5285/1998da32-a978-41a4-8a66-81df1e625cca	Electrical resistivity tomography surveys from the Makutapora Basin, Tanzania, June-July 2019	NERC EDS Environmental Information Data Centre	2021
10.5285/19babe1c-b3a3-488c-b4fe-ebb4ab9237d8	Soil biological activity in the Chernobyl Exclusion Zone, Ukraine, September 2005 and spring 2016	NERC EDS Environmental Information Data Centre	2021
10.5285/dbf13dd5-90cd-457a-a986-f2f9dd97e93c	Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2019) [CEH-GEAR]	NERC EDS Environmental Information Data Centre	2021
