doi	title	publisher	publicationYear
10.26008/1912/bco-dmo.787168.1	Net tow metaproteoome of Trichodesmium species mapped to a Trichodesmium metagenome plus cyanoGEBA species genomes in units of normalized peptide spectral counts from samples collected in the Atlantic and Pacific Ocean between 2000 and 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.787147.1	Net tow metaproteome of Trichodesmium species mapped to a Trichodesmium metagenome plus cyanoGEBA species genomes in units of normalized protein spectral counts from samples collected in the Atlantic and Pacific Ocean between 2000 and 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.808261.1	P. verrucosa growth data used to parameterize growth-rate curve	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.810182.1	Yearly census of Gulf Stream Warm Core Ring formation from 1980 to 2017	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.717495.1	Measurements of polysaccharide hydrolase activities in large volume mesocosm incubations RV/Endeavor EN584, July 2016 (Patterns of activities project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.811147.1	Prochlorococcus, Synechococcus and picoeukaryotic phytoplankton abundance climatology in the global ocean from quantitative niche models.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.793776.1	Prochlorococcus, Synechococcus, and picoeukaryotic phytoplankton yearly standard deviation from mean global abundance estimated for four CMIP5 climate scenarios using an ensemble of five circulation models	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.793847.1	Prochlorococcus, Synechococcus, and picoeukaryotic phytoplankton for four future climatic scenarios and five Earth System Models (cell/ml) in a global 1x1 grid for the ocean surface (50m)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.793690.1	Prochlorococcus, Synechococcus, and picoeukaryotic phytoplankton yearly mean global abundance for four CMIP5 climate scenarios using an ensemble of five circulation models	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812918.1	Flume flow data from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812927.1	Dissolved oxygen (DO) from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812891.1	Alkalinity and salinity from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812909.1	Biological data (net calcification and production) from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812882.1	Partial pressure of carbon dioxide (pCO2) from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812853.1	Photosynthetically active radiation (PAR) from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812873.1	Temperature from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812900.1	Dissolved oxygen (DO) flux from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.812864.1	pH from in-situ flume experiments to manipulate pCO2 on shallow tropical coral reef communities at UCB Gump Research Station Moorea, French Polynesia in May of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.818610.1	Dissolved Cobalt and Labile Cobalt from Leg 2 (Hilo, HI to Papeete, French Polynesia) of the US GEOTRACES Pacific Meridional Transect (PMT) cruise (GP15, RR1815) on R/V Roger Revelle from October to November 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.805488.1	Mussels and associated organisms sampling information collected in the Pacific margin of Costa Rica.The collections were made aboard R/V Atlantis in 2017 and 2018 using DSV Alvin. The 2019 collections were made aboard R/V Falkor, using the ROV Subastian	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.806673.1	Sampling information from community megafauna collected from different seep sites off the Costa Rica margin. Collections taken aboard R/V Atlantis in 2017 and 2018 using DSV Alvin. The 2019 collections were made aboard R/V Falkor, using the ROV Subastian.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.821539.1	Primary production from the San Pedro Ocean Time-series (SPOT) measured between 2014 to 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.774571.1	N2O concentrations from San Pedro Ocean Time-series (SPOT) measured between 2014 to 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.774602.2	Ammonia and urea-derived-N oxidation rates measured using 15N additions from San Pedro Ocean Time-series (SPOT) measured between 2014 to 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.564351.2	Weekly surface water samples from MICRO time series station at Newport Pier from 2012 to 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.816347.1	POM concentrations for carbon, nitrogen, phosphorus, and chemical oxygen from GO-SHIP Line P18 Legs 1 and 2 in 2016 and 2017	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.733173.2	Counts of colonists collected from colonization plates at the East Pacific Rise (EPR) deep-sea vents (1998-2017)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.822239.1	Carbon and Nitrogen isotopes in an experimental benthic chamber, Maunalua, O’ahu, Hawai’i, 2015-2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.822216.1	Benthic macroalgal and water column carbon uptake rates in an experimental chamber, Maunalua, O’ahu, Hawai’i, 2015-2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.824623.1	Bacterial cell counts and Dissolved Organic Carbon (DOC) measurements from R/V Atlantis AT32, AT34, AT38, and AT39-06 in the western North Atlantic Ocean (35°N to 57°N; 45°W) in Nov. 2015, May 2016, Sep 2017, Mar/Apr 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.823408.1	Size fractionated Particulate Carbon Flux 100-500m measured by autonomous Carbon Flux Explorers deployed during the CCE-LTER process study (P1706) between June 2 and July 1, 2017 in the California Current Regime.	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.779368.1	Continuous culture studies of possible climate change effects: Thalassiosira pseudonana CCMP1335 growth in nitrate-limited and nutrient-replete cultures	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.746398.1	Experimental results of nitrate-limited or nitrate-replete continuous culture studies of Thalassiosira pseudonana at 5 temperatures with either high or low pCO2 and irradiance	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.825076.1	Original transmitted-light imagery and processed attenuance images of sinking particles observed by autonomous Carbon Flux Explorers deployed 100-500m in the California Current Regime, during the CCE-LTER process study (P1706) between June 2 and July 1, 2	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.825602.1	CTD profile data from Carbon Flux Explorers deployed 100-500m in the California Current Regime, during the CCE-LTER process study (P1706) between June 2 and July 1, 2017	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.521553.1	B:Ca and Mg:Ca isotopes in foraminifera from sediment cores from R/V JOIDES Resolution JRES-198 in the Shatsky Rise, Pacific from 2001-2001 (OA_Paleocene-Eocene project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.522939.1	Experimental seawater chemical properties for larval mussel shell study from SIO, UCSD from 2012-2013 (OA_Proxies project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.521670.1	Larval mussel shell composition under high and low pH and O2 from SIO, UCSD from 2012 and 2013 (OA_Proxies project)	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.821783.1	Oysters size and presence or absence of disease at intertidal and subtidal reefs in Apalachicola Bay and Ocholckonee Bays, FL, July-August 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.821071.1	Surveys of inhabitants on the intertidal and subtidal oyster reef in Apalachicola Bay and Ocholckonee Bay, FL, 2013-2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.821061.1	Water quality data from surveys, experiments and the NERR data sonde, sub-tropical estuarine waters, subtidal and intertidal in Apalachicola Bay and Ocholckonee Bay, Florida, 2013-2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.821081.1	Organism sizes on oyster reef quadrats from surveys in Apalachicola Bay and Ocholckonee Bay, FL, 2013-2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.821771.1	Non-oyster species counts and sizes from caged and non-caged juvenile oyster experiment using two cohorts from Apalachicola Bay and Ocholckonee Bay stock	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.786694.1	Single colony metaproteomes of Trichodesmium from samples collected in North Atlantic surface waters during the R/V Atlantis cruise AT39-05 in March of 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.821793.1	The status of juvenile oysters from a caged and non-caged recruitment experiments using two cohorts from Apalachicola Bay and Ocholckonee Bay stock, 2013-2016 and 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.774571.2	N2O concentrations from San Pedro Ocean Time-series (SPOT) measured between 2014 to 2016	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.827298.1	Bulk soil and elemental properties of marsh and infilled pond soils collected in 2014-2015 within Plum Island Ecosystems LTER	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.829797.1	Depth profile data from R/V Atlantic Explorer AE1319 in the NW Atlantic from Aug-Sept. 2013	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.827587.1	Carbon and nitrogen stable isotopes of Hawaiian corals collected from August to November 2015	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.833824.1	Biogeochemical properties of sediment cores from Barataria Basin, Louisiana, 2018 and 2019	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.773297.1	Sediment hydrocarbon concentrations in Alvin pushcore samples from Guaymas Basin hydrothermal vents, RV/Atlantis cruise AT42-05, Nov. 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.26008/1912/bco-dmo.773288.1	Porewater hydrocarbon concentrations in Alvin pushcore samples from Guaymas Basin hydrothermal vents, RV/Atlantis cruise AT42-05, Nov. 2018	Biological and Chemical Oceanography Data Management Office (BCO-DMO)	2020
10.18710/jwtjjb	Research Data Publishing at UiT The Arctic University of Norway	DataverseNO	2020
10.18710/2zg3ei	Replication Data for: Accounting for food web dynamics when assessing the impact of mesopredator control on declining prey populations	DataverseNO	2020
10.18710/5xyalw	Icing Validation Database	DataverseNO	2020
10.18710/mtpr9e	Replication data for: Subglacial upwelling in spring increases under-ice primary production	DataverseNO	2020
10.18710/l41igq	UAV Database	DataverseNO	2020
10.25934/00005804	A Phase II, Multicenter, Single-Arm Study of Atezolizumab in Patients With Locally Advanced or Metastatic Urothelial Bladder Cancer	Vivli	2020
10.25934/00005581	A Phase II, Multicenter, Single-Arm Study of Atezolizumab in Patients With Locally Advanced or Metastatic Urothelial Bladder Cancer	Vivli	2020
10.25934/00005997	A Phase III, Open-Label, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Bevacizumab Versus Sunitinib in Patients With Untreated Advanced Renal Cell Carcinoma	Vivli	2020
10.25934/00005598	A Phase III, Open-Label, Multicenter, Randomized Study to Investigate the Efficacy and Safety of Atezolizumab (Anti-PD-L1 Antibody) Compared With Chemotherapy in Patients With Locally Advanced or Metastatic Urothelial Bladder Cancer After Failure With Platinum-Containing Chemotherapy	Vivli	2020
10.25934/00005599	A Phase II, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) Administered as Monotherapy or in Combination With Bevacizumab Versus Sunitinib in Patients With Untreated Advanced Renal Cell Carcinoma	Vivli	2020
10.25934/00005794	A Phase III, Open-Label, Multicenter, Randomized Study to Investigate the Efficacy and Safety of Atezolizumab (Anti-PD-L1 Antibody) Compared With Docetaxel in Patients With Non-Small Cell Lung Cancer After Failure With Platinum Containing Chemotherapy	Vivli	2020
10.25934/00005796	A Phase II, Multicenter, Single-Arm Study OF Atezolizumab In Patients With PD-L1-Positive Locally Advanced Or Metastatic Non-Small Cell Lung Cancer	Vivli	2020
10.25934/00006053	A Phase III, Open-Label, Multicenter, Randomized Study Evaluating the Efficacy and Safety of Atezolizumab (MPDL3280A, Anti-PD-L1 Antibody) in Combination With Carboplatin+Paclitaxel or Atezolizumab in Combination With Carboplatin+Nab-Paclitaxel Versus Carboplatin+Nab-Paclitaxel in Chemotherapy-Naive Patients With Stage IV Squamous Non-Small Cell Lung Cancer	Vivli	2020
10.18710/ea5byx	Documentation of GNSS Total Electron Content and Scintillation Data (60 s) at Svalbard	DataverseNO	2020
10.18710/qayi4o	Synthetic-Aperture Radar (SAR) based Ice types/Ice edge dataset for deep learning analysis	DataverseNO	2020
10.17897/gfhw-zt42	MarineBasis Zackenberg - Water column - Water Silicate Concentration	Greenland Ecosystem Monitoring	2020
10.17897/kq4z-sd22	MarineBasis Zackenberg - Water column - Water Phosphate Concentration	Greenland Ecosystem Monitoring	2020
10.17897/n626-sx63	MarineBasis Zackenberg - Water column - Water Nitrate+Nitrite Concentration	Greenland Ecosystem Monitoring	2020
10.6084/m9.figshare.9847436.v3	wild dolphin fecal microbiota In Captive environment influences the composition and diversity of fecal microbiota in Indo‐Pacific bottlenose dolphins, Tursiops aduncus	figshare	2020
10.6084/m9.figshare.9080513.v2	Effect of different conditions of storage on seed viability and seedling growth of six wild fruit woody plants. Figshare dataset	figshare	2020
10.5285/382baaf2-7795-4aa8-a434-56c9e6bd1516	Growth and physiological measurements of Leontodon hispidus and Succisa pratensis after ozone exposure and elevated nitrogen input from an ozone field release system, North Wales, 2016-2018	NERC Environmental Information Data Centre	2020
10.5285/f09a0ada-b5c6-4dd9-9c7b-2fed23ab79b1	Species traits and derivation of hairiness of oilseed rape pollinators	NERC Environmental Information Data Centre	2020
10.5285/31da0a94-62be-47b3-b76e-4bdef3037360	Bird counts from the Glastir Monitoring and Evaluation Programme, Wales 2013-2016	NERC Environmental Information Data Centre	2020
10.5285/05047b98-26a0-4162-adaf-18f68f802d9f	Sulphur and nitrogen atmospheric Concentration Based Estimated Deposition (CBED) data for the UK 2014-2016	NERC Environmental Information Data Centre	2020
10.5285/c67b06b7-c3f6-49a3-baf2-9fc3a72cb98a	Vegetation and habitat data for fragmented and continuous forest sites in Sabah, Malaysian Borneo, 2017	NERC Environmental Information Data Centre	2020
